bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,beryllium_flux m^-2sr^-1s^-1GV^-1,beryllium_flux_error_statistical m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,beryllium_to_helium_ratio,beryllium_to_helium_ratio_error_statistical,beryllium_to_helium_ratio_error_time_dependent,beryllium_to_helium_ratio_error_time_independent
2518,48.5,52.2,0.0001282,1.69e-05,9e-07,3.2e-06,0.001921,0.000254,1.5e-05,5.4e-05
2518,52.2,56.1,0.0001236,1.62e-05,9e-07,3.1e-06,0.002267,0.000297,1.8e-05,6.5e-05
2518,56.1,60.3,7.072e-05,1.179e-05,5.1e-07,1.77e-06,0.001591,0.000265,1.3e-05,4.5e-05
2519,1.92,2.15,0.2307,0.0133,0.0016,0.005,0.002183,0.000125,2.3e-05,5.7e-05
2519,2.15,2.4,0.2034,0.0109,0.0011,0.0043,0.002198,0.000118,1.8e-05,5.4e-05
2519,2.4,2.67,0.1942,0.0094,0.0007,0.0042,0.002429,0.000118,1.6e-05,5.9e-05
2519,2.67,2.97,0.1927,0.0084,0.0007,0.0042,0.002811,0.000122,1.7e-05,6.9e-05
2519,2.97,3.29,0.1532,0.0066,0.0008,0.0035,0.002624,0.000113,1.8e-05,6.6e-05
2519,3.29,3.64,0.1389,0.0056,0.0006,0.0032,0.002836,0.000114,1.8e-05,7.2e-05
2519,3.64,4.02,0.1145,0.0046,0.0004,0.0027,0.002821,0.000113,1.5e-05,7.3e-05
2519,4.02,4.43,0.09241,0.00364,0.00034,0.00223,0.002767,0.000109,1.5e-05,7.3e-05
2519,4.43,4.88,0.07577,0.00282,0.00034,0.00186,0.002743,0.000102,1.6e-05,7.4e-05
2519,4.88,5.37,0.06283,0.00229,0.00029,0.00158,0.002791,0.000102,1.6e-05,7.6e-05
2519,5.37,5.9,0.04861,0.00183,0.00022,0.00124,0.002643,0.0001,1.5e-05,7.3e-05
2519,5.9,6.47,0.0403,0.00151,0.00019,0.00104,0.002698,0.000101,1.5e-05,7.6e-05
2519,6.47,7.09,0.03336,0.00123,0.00014,0.00086,0.002755,0.000102,1.5e-05,7.8e-05
2519,7.09,7.76,0.02821,0.00103,0.00012,0.00073,0.002886,0.000105,1.5e-05,8.1e-05
2519,7.76,8.48,0.02241,0.00084,0.0001,0.00058,0.002837,0.000107,1.5e-05,8e-05
2519,8.48,9.26,0.01727,0.00069,8e-05,0.00044,0.002704,0.000108,1.5e-05,7.6e-05
2519,9.26,10.1,0.01351,0.00057,6e-05,0.00035,0.00263,0.000111,1.5e-05,7.4e-05
2519,10.1,11.0,0.01146,0.0005,6e-05,0.00029,0.002758,0.00012,1.6e-05,7.7e-05
2519,11.0,12.0,0.009014,0.000411,5.2e-05,0.000228,0.002692,0.000123,1.7e-05,7.5e-05
2519,12.0,13.0,0.00738,0.000364,4.7e-05,0.000185,0.002721,0.000135,1.9e-05,7.5e-05
2519,13.0,14.1,0.005979,0.000306,4.1e-05,0.000149,0.002717,0.000139,2e-05,7.5e-05
2519,14.1,15.3,0.004821,0.000256,3.3e-05,0.000119,0.002702,0.000144,2e-05,7.4e-05
2519,15.3,16.6,0.003487,0.000203,2.1e-05,8.6e-05,0.002405,0.00014,1.6e-05,6.6e-05
2519,16.6,18.0,0.002908,0.000172,1.7e-05,7.1e-05,0.002488,0.000147,1.6e-05,6.8e-05
2519,18.0,19.5,0.002297,0.000141,1.2e-05,5.6e-05,0.002437,0.000149,1.5e-05,6.6e-05
2519,19.5,21.1,0.001701,0.000112,9e-06,4.2e-05,0.002217,0.000146,1.4e-05,6e-05
2519,21.1,22.8,0.001461,9.6e-05,8e-06,3.6e-05,0.002351,0.000155,1.5e-05,6.4e-05
2519,22.8,24.7,0.001193,7.9e-05,7e-06,2.9e-05,0.002369,0.000157,1.5e-05,6.5e-05
2519,24.7,26.7,0.0009684,6.73e-05,5.7e-06,2.37e-05,0.002355,0.000164,1.6e-05,6.4e-05
2519,26.7,28.8,0.0007558,5.71e-05,4.6e-06,1.85e-05,0.002255,0.000171,1.5e-05,6.2e-05
2519,28.8,31.1,0.0006168,4.88e-05,3.8e-06,1.51e-05,0.002259,0.000179,1.5e-05,6.2e-05
2519,31.1,33.5,0.0004562,4.09e-05,2.9e-06,1.12e-05,0.002046,0.000184,1.4e-05,5.7e-05
2519,33.5,36.1,0.0004036,3.7e-05,2.6e-06,1e-05,0.002214,0.000203,1.6e-05,6.1e-05
2519,36.1,38.9,0.0003988,3.54e-05,2.6e-06,9.9e-06,0.002667,0.000237,1.9e-05,7.4e-05
2519,38.9,41.9,0.0002304,2.6e-05,1.5e-06,5.7e-06,0.001909,0.000216,1.4e-05,5.3e-05
2519,41.9,45.1,0.0001833,2.25e-05,1.3e-06,4.6e-06,0.001836,0.000225,1.4e-05,5.2e-05
2519,45.1,48.5,0.0001544,2e-05,1.1e-06,3.9e-06,0.001898,0.000246,1.5e-05,5.4e-05
2519,48.5,52.2,0.0001393,1.82e-05,1e-06,3.5e-06,0.002115,0.000277,1.6e-05,6e-05
2519,52.2,56.1,0.0001034,1.53e-05,7e-07,2.6e-06,0.001884,0.000279,1.5e-05,5.4e-05
2519,56.1,60.3,7.966e-05,1.293e-05,5.8e-07,1.99e-06,0.001777,0.000289,1.4e-05,5.1e-05
2520,1.92,2.15,0.2198,0.0122,0.002,0.0047,0.002076,0.000115,2.6e-05,5.5e-05
2520,2.15,2.4,0.2016,0.0103,0.0015,0.0043,0.002189,0.000112,2.2e-05,5.4e-05
2520,2.4,2.67,0.1943,0.0089,0.001,0.0042,0.002458,0.000113,2e-05,6e-05
2520,2.67,2.97,0.1747,0.0075,0.001,0.0038,0.002555,0.00011,2.1e-05,6.3e-05
2520,2.97,3.29,0.1491,0.0061,0.001,0.0034,0.002562,0.000106,2.2e-05,6.4e-05
2520,3.29,3.64,0.1286,0.0051,0.0006,0.003,0.002629,0.000104,1.9e-05,6.7e-05
2520,3.64,4.02,0.1072,0.0042,0.0004,0.0025,0.002653,0.000104,1.7e-05,6.9e-05
2520,4.02,4.43,0.0952,0.00351,0.0003,0.0023,0.002833,0.000105,1.7e-05,7.5e-05
2520,4.43,4.88,0.07415,0.00265,0.00025,0.00182,0.002688,9.6e-05,1.6e-05,7.2e-05
2520,4.88,5.37,0.06797,0.00227,0.00025,0.00171,0.003015,0.000101,1.8e-05,8.2e-05
2520,5.37,5.9,0.0523,0.00181,0.0002,0.00133,0.002854,9.9e-05,1.7e-05,7.9e-05
2520,5.9,6.47,0.0418,0.00146,0.00017,0.00108,0.002798,9.8e-05,1.7e-05,7.8e-05
2520,6.47,7.09,0.03321,0.00117,0.00014,0.00086,0.00276,9.7e-05,1.7e-05,7.8e-05
2520,7.09,7.76,0.02723,0.00096,0.00012,0.0007,0.002795,9.9e-05,1.7e-05,7.9e-05
2520,7.76,8.48,0.02243,0.0008,0.0001,0.00058,0.002862,0.000102,1.8e-05,8e-05
2520,8.48,9.26,0.01794,0.00067,8e-05,0.00046,0.002822,0.000105,1.8e-05,7.9e-05
2520,9.26,10.1,0.01479,0.00057,7e-05,0.00038,0.002886,0.000111,1.9e-05,8.1e-05
2520,10.1,11.0,0.01146,0.00047,6e-05,0.00029,0.00277,0.000115,1.8e-05,7.7e-05
2520,11.0,12.0,0.008533,0.000381,4.3e-05,0.000216,0.002557,0.000114,1.7e-05,7.1e-05
2520,12.0,13.0,0.007682,0.000354,4.1e-05,0.000193,0.002846,0.000131,2e-05,7.9e-05
2520,13.0,14.1,0.00627,0.000299,3.6e-05,0.000156,0.002855,0.000136,2.1e-05,7.8e-05
2520,14.1,15.3,0.004983,0.000248,2.9e-05,0.000123,0.002791,0.000139,2.1e-05,7.6e-05
2520,15.3,16.6,0.004066,0.000209,2.8e-05,0.0001,0.002834,0.000146,2.3e-05,7.7e-05
2520,16.6,18.0,0.003052,0.000168,2.2e-05,7.5e-05,0.002618,0.000144,2.2e-05,7.1e-05
2520,18.0,19.5,0.002281,0.000133,1.6e-05,5.6e-05,0.002433,0.000143,2e-05,6.6e-05
2520,19.5,21.1,0.001874,0.000112,1.2e-05,4.6e-05,0.002461,0.000147,1.9e-05,6.7e-05
2520,21.1,22.8,0.001645,9.7e-05,1e-05,4e-05,0.002654,0.000157,2e-05,7.2e-05
2520,22.8,24.7,0.001172,7.4e-05,7e-06,2.9e-05,0.002321,0.000148,1.8e-05,6.3e-05
2520,24.7,26.7,0.001031,6.6e-05,7e-06,2.5e-05,0.002518,0.000162,2e-05,6.9e-05
2520,26.7,28.8,0.0008455,5.75e-05,5.3e-06,2.07e-05,0.00253,0.000172,2e-05,6.9e-05
2520,28.8,31.1,0.0005992,4.57e-05,3.7e-06,1.47e-05,0.002181,0.000167,1.7e-05,6e-05
2520,31.1,33.5,0.0004809,4e-05,3e-06,1.18e-05,0.002161,0.00018,1.7e-05,6e-05
2520,33.5,36.1,0.0003949,3.48e-05,2.5e-06,9.8e-06,0.002162,0.000191,1.7e-05,6e-05
2520,36.1,38.9,0.0003157,3e-05,2.1e-06,7.8e-06,0.002132,0.000203,1.7e-05,5.9e-05
2520,38.9,41.9,0.0002369,2.51e-05,1.6e-06,5.9e-06,0.001953,0.000207,1.6e-05,5.5e-05
2520,41.9,45.1,0.00019,2.17e-05,1.3e-06,4.7e-06,0.001902,0.000218,1.6e-05,5.3e-05
2520,45.1,48.5,0.0001739,2.02e-05,1.2e-06,4.4e-06,0.002149,0.00025,1.8e-05,6.1e-05
2520,48.5,52.2,0.0001154,1.58e-05,8e-07,2.9e-06,0.001732,0.000237,1.5e-05,4.9e-05
2520,52.2,56.1,0.0001114,1.51e-05,8e-07,2.8e-06,0.002047,0.000277,1.7e-05,5.8e-05
2520,56.1,60.3,9.785e-05,1.363e-05,7.1e-07,2.45e-06,0.002184,0.000304,1.9e-05,6.2e-05
2521,1.92,2.15,0.2208,0.012,0.0011,0.0048,0.002045,0.000112,2e-05,5.4e-05
2521,2.15,2.4,0.2032,0.0102,0.0007,0.0043,0.002155,0.000108,1.6e-05,5.3e-05
2521,2.4,2.67,0.1883,0.0086,0.0006,0.004,0.002316,0.000106,1.5e-05,5.7e-05
2521,2.67,2.97,0.1726,0.0074,0.0005,0.0038,0.002471,0.000106,1.5e-05,6.1e-05
2521,2.97,3.29,0.1591,0.0062,0.0004,0.0036,0.002671,0.000105,1.5e-05,6.7e-05
2521,3.29,3.64,0.1359,0.0052,0.0004,0.0031,0.002738,0.000104,1.5e-05,7e-05
2521,3.64,4.02,0.1127,0.0043,0.0003,0.0027,0.002733,0.000103,1.4e-05,7.1e-05
2521,4.02,4.43,0.09776,0.00352,0.0003,0.00236,0.002878,0.000104,1.5e-05,7.6e-05
2521,4.43,4.88,0.07726,0.00269,0.00026,0.0019,0.00278,9.7e-05,1.5e-05,7.5e-05
2521,4.88,5.37,0.06601,0.00222,0.00025,0.00166,0.002899,9.8e-05,1.6e-05,7.9e-05
2521,5.37,5.9,0.05178,0.00179,0.00021,0.00132,0.00279,9.7e-05,1.5e-05,7.7e-05
2521,5.9,6.47,0.04381,0.00149,0.00019,0.00113,0.002904,9.9e-05,1.6e-05,8.1e-05
2521,6.47,7.09,0.0352,0.0012,0.00016,0.00091,0.00288,9.8e-05,1.6e-05,8.1e-05
2521,7.09,7.76,0.02631,0.00094,0.00012,0.00068,0.002679,9.6e-05,1.5e-05,7.5e-05
2521,7.76,8.48,0.02259,0.0008,0.00011,0.00058,0.002847,0.000101,1.7e-05,8e-05
2521,8.48,9.26,0.018,0.00067,9e-05,0.00046,0.002827,0.000105,1.7e-05,7.9e-05
2521,9.26,10.1,0.01293,0.00053,7e-05,0.00033,0.002517,0.000104,1.6e-05,7e-05
2521,10.1,11.0,0.0111,0.00047,6e-05,0.00028,0.002684,0.000113,1.6e-05,7.5e-05
2521,11.0,12.0,0.009404,0.0004,4.9e-05,0.000238,0.002811,0.00012,1.7e-05,7.8e-05
2521,12.0,13.0,0.007622,0.000353,4e-05,0.000191,0.002807,0.00013,1.7e-05,7.7e-05
2521,13.0,14.1,0.005667,0.000284,3e-05,0.000141,0.002575,0.000129,1.6e-05,7.1e-05
2521,14.1,15.3,0.004935,0.000247,2.7e-05,0.000122,0.00277,0.000139,1.8e-05,7.6e-05
2521,15.3,16.6,0.003762,0.000201,2.2e-05,9.3e-05,0.002597,0.000139,1.7e-05,7.1e-05
2521,16.6,18.0,0.002945,0.000165,1.7e-05,7.2e-05,0.00252,0.000142,1.7e-05,6.9e-05
2521,18.0,19.5,0.002396,0.000137,1.4e-05,5.9e-05,0.002547,0.000146,1.7e-05,6.9e-05
2521,19.5,21.1,0.001978,0.000115,1.2e-05,4.8e-05,0.002561,0.000149,1.7e-05,7e-05
2521,21.1,22.8,0.001581,9.5e-05,9e-06,3.9e-05,0.002529,0.000153,1.7e-05,6.9e-05
2521,22.8,24.7,0.001217,7.6e-05,7e-06,3e-05,0.002402,0.00015,1.7e-05,6.6e-05
2521,24.7,26.7,0.0009852,6.48e-05,6e-06,2.41e-05,0.002426,0.00016,1.7e-05,6.6e-05
2521,26.7,28.8,0.0007909,5.57e-05,4.8e-06,1.94e-05,0.002355,0.000166,1.6e-05,6.5e-05
2521,28.8,31.1,0.0006084,4.62e-05,3.8e-06,1.49e-05,0.002243,0.00017,1.6e-05,6.2e-05
2521,31.1,33.5,0.0004725,3.97e-05,3e-06,1.16e-05,0.002118,0.000178,1.5e-05,5.8e-05
2521,33.5,36.1,0.0003598,3.32e-05,2.3e-06,8.9e-06,0.00198,0.000183,1.4e-05,5.5e-05
2521,36.1,38.9,0.0002774,2.81e-05,1.8e-06,6.9e-06,0.001884,0.000191,1.4e-05,5.2e-05
2521,38.9,41.9,0.0002506,2.58e-05,1.7e-06,6.2e-06,0.002052,0.000212,1.5e-05,5.7e-05
2521,41.9,45.1,0.0002638,2.57e-05,1.8e-06,6.6e-06,0.002645,0.000258,2e-05,7.4e-05
2521,45.1,48.5,0.0001538,1.9e-05,1.1e-06,3.8e-06,0.001867,0.000231,1.5e-05,5.3e-05
2521,48.5,52.2,0.0001137,1.57e-05,8e-07,2.8e-06,0.001708,0.000236,1.3e-05,4.8e-05
2521,52.2,56.1,8.578e-05,1.326e-05,6.2e-07,2.15e-06,0.00158,0.000244,1.3e-05,4.5e-05
2521,56.1,60.3,9.628e-05,1.354e-05,7e-07,2.41e-06,0.002151,0.000303,1.7e-05,6.1e-05
2522,1.92,2.15,0.2375,0.013,0.0014,0.0051,0.002213,0.000122,2.4e-05,5.8e-05
2522,2.15,2.4,0.2115,0.0107,0.001,0.0045,0.002262,0.000115,2e-05,5.6e-05
2522,2.4,2.67,0.1903,0.0089,0.0008,0.0041,0.002378,0.000112,1.9e-05,5.8e-05
2522,2.67,2.97,0.1622,0.0074,0.0005,0.0036,0.002353,0.000107,1.7e-05,5.8e-05
2522,2.97,3.29,0.1449,0.0061,0.0005,0.0033,0.00246,0.000104,1.7e-05,6.2e-05
2522,3.29,3.64,0.1404,0.0054,0.0004,0.0032,0.002848,0.00011,1.9e-05,7.2e-05
2522,3.64,4.02,0.115,0.0044,0.0003,0.0027,0.002817,0.000108,1.8e-05,7.3e-05
2522,4.02,4.43,0.09488,0.00356,0.00029,0.00229,0.002817,0.000106,1.8e-05,7.4e-05
2522,4.43,4.88,0.08101,0.00282,0.00027,0.00199,0.002925,0.000102,1.9e-05,7.8e-05
2522,4.88,5.37,0.06339,0.00223,0.00024,0.00159,0.002799,9.9e-05,1.8e-05,7.7e-05
2522,5.37,5.9,0.05398,0.00187,0.00021,0.00138,0.002934,0.000102,1.9e-05,8.1e-05
2522,5.9,6.47,0.04093,0.00148,0.00017,0.00105,0.002729,9.8e-05,1.8e-05,7.6e-05
2522,6.47,7.09,0.03481,0.00122,0.00015,0.0009,0.002874,0.000101,1.9e-05,8.1e-05
2522,7.09,7.76,0.02757,0.00098,0.00012,0.00071,0.002827,0.000101,1.9e-05,8e-05
2522,7.76,8.48,0.02361,0.00084,0.00011,0.00061,0.002995,0.000106,2.1e-05,8.4e-05
2522,8.48,9.26,0.01804,0.00068,0.0001,0.00046,0.002838,0.000107,2.1e-05,8e-05
2522,9.26,10.1,0.01454,0.00058,9e-05,0.00037,0.002838,0.000113,2.3e-05,7.9e-05
2522,10.1,11.0,0.01198,0.00049,8e-05,0.0003,0.002894,0.000119,2.3e-05,8.1e-05
2522,11.0,12.0,0.009204,0.000402,6.7e-05,0.000233,0.002754,0.000121,2.4e-05,7.6e-05
2522,12.0,13.0,0.006528,0.000332,4.7e-05,0.000164,0.002418,0.000123,2.1e-05,6.7e-05
2522,13.0,14.1,0.005445,0.000283,3.9e-05,0.000136,0.002471,0.000129,2.2e-05,6.8e-05
2522,14.1,15.3,0.004646,0.000244,3.3e-05,0.000115,0.002604,0.000137,2.3e-05,7.1e-05
2522,15.3,16.6,0.003452,0.000196,2.4e-05,8.5e-05,0.002396,0.000136,2e-05,6.5e-05
2522,16.6,18.0,0.002968,0.000169,1.9e-05,7.3e-05,0.002537,0.000145,2e-05,6.9e-05
2522,18.0,19.5,0.00238,0.000139,1.3e-05,5.8e-05,0.002516,0.000147,1.9e-05,6.8e-05
2522,19.5,21.1,0.001839,0.000113,1e-05,4.5e-05,0.0024,0.000147,1.8e-05,6.5e-05
2522,21.1,22.8,0.001549,9.6e-05,9e-06,3.8e-05,0.002485,0.000154,1.9e-05,6.8e-05
2522,22.8,24.7,0.001197,7.7e-05,7e-06,2.9e-05,0.002345,0.000151,1.8e-05,6.4e-05
2522,24.7,26.7,0.0009286,6.41e-05,5.6e-06,2.27e-05,0.00227,0.000157,1.8e-05,6.2e-05
2522,26.7,28.8,0.0008106,5.75e-05,4.9e-06,1.99e-05,0.002433,0.000173,1.9e-05,6.7e-05
2522,28.8,31.1,0.0006537,4.88e-05,4e-06,1.61e-05,0.00243,0.000181,1.9e-05,6.7e-05
2522,31.1,33.5,0.0005731,4.45e-05,3.6e-06,1.41e-05,0.002584,0.000201,2.1e-05,7.1e-05
2522,33.5,36.1,0.0003897,3.53e-05,2.5e-06,9.6e-06,0.00214,0.000194,1.7e-05,5.9e-05
2522,36.1,38.9,0.0003233,3.1e-05,2.1e-06,8e-06,0.002175,0.000209,1.8e-05,6.1e-05
2522,38.9,41.9,0.0002388,2.57e-05,1.6e-06,5.9e-06,0.001962,0.000211,1.6e-05,5.5e-05
2522,41.9,45.1,0.0002387,2.49e-05,1.6e-06,6e-06,0.002394,0.00025,2e-05,6.7e-05
2522,45.1,48.5,0.0001526,1.93e-05,1.1e-06,3.8e-06,0.00188,0.000238,1.6e-05,5.3e-05
2522,48.5,52.2,0.00014,1.77e-05,1e-06,3.5e-06,0.002098,0.000266,1.8e-05,5.9e-05
2522,52.2,56.1,0.0001223,1.61e-05,9e-07,3.1e-06,0.002223,0.000294,1.9e-05,6.3e-05
2522,56.1,60.3,7.89e-05,1.249e-05,5.7e-07,1.97e-06,0.001756,0.000278,1.5e-05,5e-05
2523,1.92,2.15,0.228,0.0167,0.0024,0.0049,0.002092,0.000153,3.1e-05,5.5e-05
2523,2.15,2.4,0.2048,0.0138,0.0014,0.0043,0.00217,0.000146,2.3e-05,5.4e-05
2523,2.4,2.67,0.1752,0.0113,0.0009,0.0038,0.002151,0.000138,2e-05,5.2e-05
2523,2.67,2.97,0.1684,0.0099,0.0009,0.0037,0.002401,0.000141,2.2e-05,5.9e-05
2523,2.97,3.29,0.1614,0.0086,0.001,0.0037,0.002715,0.000144,2.6e-05,6.8e-05
2523,3.29,3.64,0.1409,0.0072,0.0005,0.0032,0.00283,0.000144,2.2e-05,7.2e-05
2523,3.64,4.02,0.1213,0.006,0.0004,0.0029,0.002953,0.000147,2.3e-05,7.7e-05
2523,4.02,4.43,0.1057,0.005,0.0004,0.0026,0.003129,0.000149,2.4e-05,8.3e-05
2523,4.43,4.88,0.07812,0.00371,0.00032,0.00192,0.002807,0.000133,2.2e-05,7.5e-05
2523,4.88,5.37,0.06471,0.00302,0.00028,0.00163,0.002843,0.000133,2.2e-05,7.8e-05
2523,5.37,5.9,0.05371,0.0025,0.00025,0.00137,0.0029,0.000135,2.3e-05,8e-05
2523,5.9,6.47,0.04206,0.002,0.00022,0.00108,0.002807,0.000134,2.3e-05,7.9e-05
2523,6.47,7.09,0.03586,0.00166,0.00019,0.00093,0.002948,0.000137,2.4e-05,8.3e-05
2523,7.09,7.76,0.02815,0.00133,0.00013,0.00073,0.002877,0.000136,2.2e-05,8.1e-05
2523,7.76,8.48,0.02257,0.0011,0.00011,0.00058,0.002868,0.00014,2.2e-05,8.1e-05
2523,8.48,9.26,0.01911,0.00094,9e-05,0.00049,0.003016,0.000149,2.4e-05,8.5e-05
2523,9.26,10.1,0.01507,0.00079,7e-05,0.00039,0.002936,0.000153,2.3e-05,8.2e-05
2523,10.1,11.0,0.01183,0.00066,6e-05,0.0003,0.002851,0.000159,2.3e-05,7.9e-05
2523,11.0,12.0,0.009267,0.000544,5.1e-05,0.000234,0.002767,0.000163,2.3e-05,7.7e-05
2523,12.0,13.0,0.007885,0.000492,4.7e-05,0.000198,0.002915,0.000182,2.5e-05,8e-05
2523,13.0,14.1,0.006266,0.00041,4e-05,0.000156,0.00285,0.000187,2.5e-05,7.8e-05
2523,14.1,15.3,0.005022,0.000342,3e-05,0.000124,0.002823,0.000192,2.4e-05,7.7e-05
2523,15.3,16.6,0.003468,0.000265,2.3e-05,8.5e-05,0.002404,0.000184,2.2e-05,6.6e-05
2523,16.6,18.0,0.002794,0.000221,2e-05,6.9e-05,0.002388,0.000189,2.3e-05,6.5e-05
2523,18.0,19.5,0.002679,0.000199,1.8e-05,6.6e-05,0.002836,0.000211,2.6e-05,7.7e-05
2523,19.5,21.1,0.001654,0.000144,1e-05,4e-05,0.002153,0.000188,1.9e-05,5.9e-05
2523,21.1,22.8,0.001544,0.000129,9e-06,3.8e-05,0.002485,0.000208,2.2e-05,6.8e-05
2523,22.8,24.7,0.001202,0.000104,7e-06,2.9e-05,0.002383,0.000206,2.1e-05,6.5e-05
2523,24.7,26.7,0.0009714,8.81e-05,6e-06,2.37e-05,0.002381,0.000216,2.1e-05,6.5e-05
2523,26.7,28.8,0.0008207,7.77e-05,5.1e-06,2.01e-05,0.002459,0.000233,2.1e-05,6.7e-05
2523,28.8,31.1,0.0006602,6.58e-05,4.1e-06,1.62e-05,0.002442,0.000244,2.1e-05,6.7e-05
2523,31.1,33.5,0.0006508,6.37e-05,4.1e-06,1.6e-05,0.00294,0.000288,2.6e-05,8.1e-05
2523,33.5,36.1,0.0003733,4.63e-05,2.4e-06,9.2e-06,0.002047,0.000254,1.8e-05,5.7e-05
2523,36.1,38.9,0.000215,3.39e-05,1.4e-06,5.3e-06,0.00145,0.000229,1.3e-05,4e-05
2523,38.9,41.9,0.0003029,3.88e-05,2e-06,7.5e-06,0.002497,0.000321,2.3e-05,7e-05
2523,41.9,45.1,0.000192,2.99e-05,1.3e-06,4.8e-06,0.001941,0.000303,1.8e-05,5.5e-05
2523,45.1,48.5,0.0001803,2.82e-05,1.3e-06,4.5e-06,0.002219,0.000347,2.1e-05,6.3e-05
2523,48.5,52.2,0.0001221,2.22e-05,9e-07,3.1e-06,0.001837,0.000334,1.7e-05,5.2e-05
2523,52.2,56.1,6.345e-05,1.559e-05,4.6e-07,1.59e-06,0.001148,0.000282,1.1e-05,3.3e-05
2523,56.1,60.3,0.0001074,1.96e-05,8e-07,2.7e-06,0.00241,0.000439,2.3e-05,6.9e-05
2524,1.92,2.15,0.2276,0.0239,0.0027,0.0049,0.00207,0.000217,3.1e-05,5.4e-05
2524,2.15,2.4,0.2304,0.021,0.0026,0.0049,0.002411,0.00022,3.2e-05,6e-05
2524,2.4,2.67,0.1908,0.0167,0.0019,0.0041,0.002318,0.000203,2.8e-05,5.7e-05
2524,2.67,2.97,0.1776,0.0144,0.0013,0.0039,0.002526,0.000204,2.4e-05,6.2e-05
2524,2.97,3.29,0.1545,0.0117,0.0009,0.0035,0.002569,0.000196,2.1e-05,6.5e-05
2524,3.29,3.64,0.1067,0.0087,0.0007,0.0025,0.002133,0.000174,1.8e-05,5.4e-05
2524,3.64,4.02,0.1261,0.0085,0.0006,0.003,0.003054,0.000207,2e-05,7.9e-05
2524,4.02,4.43,0.08502,0.00625,0.00032,0.00205,0.002503,0.000184,1.5e-05,6.6e-05
2524,4.43,4.88,0.08179,0.00528,0.0003,0.00201,0.002907,0.000188,1.7e-05,7.8e-05
2524,4.88,5.37,0.06918,0.00432,0.00026,0.00174,0.003022,0.000189,1.7e-05,8.3e-05
2524,5.37,5.9,0.04752,0.00326,0.00018,0.00121,0.002535,0.000174,1.4e-05,7e-05
2524,5.9,6.47,0.04091,0.00274,0.00016,0.00105,0.002695,0.000181,1.6e-05,7.5e-05
2524,6.47,7.09,0.03318,0.00222,0.00014,0.00086,0.002726,0.000182,1.6e-05,7.7e-05
2524,7.09,7.76,0.02999,0.0019,0.00013,0.00078,0.003035,0.000193,1.8e-05,8.5e-05
2524,7.76,8.48,0.02281,0.00152,0.00011,0.00059,0.002883,0.000193,1.8e-05,8.1e-05
2524,8.48,9.26,0.01691,0.00122,9e-05,0.00043,0.002648,0.000191,1.8e-05,7.4e-05
2524,9.26,10.1,0.0148,0.00107,8e-05,0.00038,0.002867,0.000208,1.9e-05,8e-05
2524,10.1,11.0,0.01303,0.00095,8e-05,0.00033,0.003115,0.000228,2.2e-05,8.7e-05
2524,11.0,12.0,0.008206,0.000704,5e-05,0.000207,0.002451,0.00021,1.8e-05,6.8e-05
2524,12.0,13.0,0.006375,0.000608,3.8e-05,0.00016,0.002345,0.000224,1.7e-05,6.5e-05
2524,13.0,14.1,0.00613,0.000557,3.5e-05,0.000153,0.00276,0.000251,1.9e-05,7.6e-05
2524,14.1,15.3,0.004154,0.000428,2.3e-05,0.000103,0.002324,0.00024,1.6e-05,6.4e-05
2524,15.3,16.6,0.004267,0.000405,2.5e-05,0.000105,0.002935,0.000279,2.1e-05,8e-05
2524,16.6,18.0,0.003518,0.000342,2.2e-05,8.6e-05,0.002995,0.000291,2.2e-05,8.2e-05
2524,18.0,19.5,0.002799,0.00028,1.7e-05,6.8e-05,0.002933,0.000294,2.1e-05,8e-05
2524,19.5,21.1,0.002179,0.000228,1.3e-05,5.3e-05,0.002837,0.000297,2e-05,7.7e-05
2524,21.1,22.8,0.001648,0.000184,1.1e-05,4e-05,0.002638,0.000295,2e-05,7.2e-05
2524,22.8,24.7,0.001468,0.000157,1e-05,3.6e-05,0.002903,0.000312,2.3e-05,7.9e-05
2524,24.7,26.7,0.0008026,0.0001099,5.5e-06,1.96e-05,0.001936,0.000265,1.5e-05,5.3e-05
2524,26.7,28.8,0.0007243,0.0001001,4.7e-06,1.77e-05,0.002162,0.000299,1.6e-05,5.9e-05
2524,28.8,31.1,0.0006942,9.26e-05,4.4e-06,1.7e-05,0.002554,0.000341,1.9e-05,7e-05
2524,31.1,33.5,0.0005534,8.05e-05,3.5e-06,1.36e-05,0.002484,0.000362,1.9e-05,6.9e-05
2524,33.5,36.1,0.0003399,6.06e-05,2.2e-06,8.4e-06,0.001857,0.000331,1.4e-05,5.1e-05
2524,36.1,38.9,0.0003151,5.62e-05,2.1e-06,7.8e-06,0.00211,0.000377,1.6e-05,5.9e-05
2524,38.9,41.9,0.0002844,5.16e-05,1.9e-06,7.1e-06,0.002323,0.000422,1.8e-05,6.5e-05
2524,41.9,45.1,0.0001545,3.68e-05,1.1e-06,3.9e-06,0.001577,0.000376,1.3e-05,4.4e-05
2524,45.1,48.5,0.0001371,3.36e-05,1e-06,3.4e-06,0.001693,0.000416,1.4e-05,4.8e-05
