bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,boron_flux m^-2sr^-1s^-1GV^-1,boron_flux_error_statistical m^-2sr^-1s^-1GV^-1,boron_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,boron_flux_error_time_independent m^-2sr^-1s^-1GV^-1,boron_to_helium_ratio,boron_to_helium_ratio_error_statistical,boron_to_helium_ratio_error_time_dependent,boron_to_helium_ratio_error_time_independent
2533,18.0,19.5,0.0063,0.000497,3.7e-05,0.000143,0.006709,0.00053,4.7e-05,0.000172
2533,19.5,21.1,0.005529,0.000428,3.1e-05,0.000126,0.007219,0.00056,5e-05,0.000186
2533,21.1,22.8,0.004431,0.000355,2.5e-05,0.000101,0.007101,0.000571,4.9e-05,0.000183
2533,22.8,24.7,0.003031,0.000266,1.8e-05,6.9e-05,0.006023,0.000531,4.3e-05,0.000156
2533,24.7,26.7,0.00256,0.000231,1.5e-05,5.9e-05,0.006312,0.000572,4.6e-05,0.000164
2533,26.7,28.8,0.002462,0.000218,1.5e-05,5.7e-05,0.007386,0.000655,5.4e-05,0.000193
2533,28.8,31.1,0.001921,0.000182,1.2e-05,4.5e-05,0.007045,0.000668,5.2e-05,0.000186
2533,31.1,33.5,0.001336,0.000148,9e-06,3.1e-05,0.006175,0.000684,4.6e-05,0.000164
2533,33.5,36.1,0.001006,0.000123,7e-06,2.4e-05,0.005603,0.000687,4.3e-05,0.00015
2533,36.1,38.9,0.0008751,0.0001104,5.9e-06,2.08e-05,0.005947,0.000753,4.6e-05,0.00016
2533,38.9,41.9,0.0008127,0.0001027,5.6e-06,1.95e-05,0.0067,0.00085,5.3e-05,0.000182
2533,41.9,45.1,0.0006277,8.73e-05,4.4e-06,1.52e-05,0.006347,0.000886,5.2e-05,0.000174
2533,45.1,48.5,0.0004548,7.2e-05,3.3e-06,1.11e-05,0.005639,0.000896,4.7e-05,0.000156
2533,48.5,52.2,0.0003146,5.74e-05,2.3e-06,7.7e-06,0.004759,0.00087,4e-05,0.000133
2533,52.2,56.1,0.0002783,5.25e-05,2.1e-06,6.9e-06,0.005219,0.000988,4.4e-05,0.000147
2533,56.1,60.3,0.000249,4.78e-05,1.9e-06,6.2e-06,0.005473,0.001055,4.6e-05,0.000156
2534,1.92,2.15,0.7385,0.0238,0.0092,0.0233,0.006827,0.000221,0.000103,0.000239
2534,2.15,2.4,0.6896,0.02,0.0043,0.0196,0.007334,0.000213,6.5e-05,0.000228
2534,2.4,2.67,0.6209,0.0163,0.0021,0.0168,0.007698,0.000203,5.1e-05,0.000227
2534,2.67,2.97,0.556,0.0137,0.0031,0.0152,0.008007,0.000197,6e-05,0.000236
2534,2.97,3.29,0.4934,0.0114,0.0027,0.0131,0.008376,0.000194,6.1e-05,0.00024
2534,3.29,3.64,0.4174,0.0094,0.0016,0.0107,0.008486,0.000191,5e-05,0.000236
2534,3.64,4.02,0.3662,0.0079,0.0011,0.0091,0.009006,0.000196,4.7e-05,0.000245
2534,4.02,4.43,0.2965,0.0063,0.0009,0.0073,0.008845,0.000189,4.5e-05,0.000238
2534,4.43,4.88,0.2365,0.0048,0.0008,0.0058,0.008592,0.000176,4.4e-05,0.00023
2534,4.88,5.37,0.2007,0.004,0.0007,0.0049,0.008914,0.000177,4.6e-05,0.000236
2534,5.37,5.9,0.1584,0.0032,0.0006,0.0038,0.008606,0.000175,4.5e-05,0.000227
2534,5.9,6.47,0.1274,0.0026,0.0005,0.003,0.00854,0.000175,4.5e-05,0.000224
2534,6.47,7.09,0.106,0.0021,0.0004,0.0025,0.008785,0.000177,4.7e-05,0.000229
2534,7.09,7.76,0.08177,0.00169,0.00036,0.00192,0.008402,0.000174,4.6e-05,0.000218
2534,7.76,8.48,0.06576,0.00139,0.0003,0.00153,0.008415,0.000179,4.7e-05,0.000218
2534,8.48,9.26,0.05352,0.00117,0.00026,0.00124,0.00845,0.000185,4.9e-05,0.000218
2534,9.26,10.1,0.04143,0.00097,0.00022,0.00096,0.008086,0.00019,5e-05,0.000208
2534,10.1,11.0,0.03352,0.00082,0.00019,0.00077,0.008121,0.0002,5.4e-05,0.000208
2534,11.0,12.0,0.02532,0.00067,0.00015,0.00058,0.007612,0.000201,5.1e-05,0.000195
2534,12.0,13.0,0.02011,0.00058,0.00012,0.00046,0.007455,0.000216,4.9e-05,0.00019
2534,13.0,14.1,0.01719,0.0005,9e-05,0.00039,0.007851,0.00023,5e-05,0.0002
2534,14.1,15.3,0.01371,0.00042,7e-05,0.00031,0.007708,0.000236,4.7e-05,0.000197
2534,15.3,16.6,0.011,0.00035,6e-05,0.00025,0.00766,0.000244,4.6e-05,0.000196
2534,16.6,18.0,0.008692,0.000288,4.6e-05,0.000197,0.007484,0.000249,4.6e-05,0.000191
2534,18.0,19.5,0.0071,0.000239,3.9e-05,0.000161,0.007551,0.000255,4.8e-05,0.000193
2534,19.5,21.1,0.005388,0.000191,3e-05,0.000122,0.00704,0.000251,4.5e-05,0.000181
2534,21.1,22.8,0.004409,0.000161,2.5e-05,0.0001,0.007072,0.000259,4.7e-05,0.000182
2534,22.8,24.7,0.003371,0.000128,2e-05,7.7e-05,0.006671,0.000254,4.4e-05,0.000173
2534,24.7,26.7,0.002732,0.000109,1.6e-05,6.3e-05,0.006662,0.000266,4.5e-05,0.000174
2534,26.7,28.8,0.002174,9.3e-05,1.3e-05,5e-05,0.00649,0.000279,4.4e-05,0.00017
2534,28.8,31.1,0.001736,7.9e-05,1.1e-05,4e-05,0.006368,0.000289,4.4e-05,0.000168
2534,31.1,33.5,0.001271,6.6e-05,8e-06,3e-05,0.005728,0.000296,4.1e-05,0.000152
2534,33.5,36.1,0.0009964,5.57e-05,6.5e-06,2.35e-05,0.005493,0.000308,4e-05,0.000147
2534,36.1,38.9,0.000952,5.24e-05,6.4e-06,2.26e-05,0.006388,0.000353,4.7e-05,0.000172
2534,38.9,41.9,0.000621,4.09e-05,4.3e-06,1.49e-05,0.005151,0.00034,3.9e-05,0.00014
2534,41.9,45.1,0.0005645,3.77e-05,4e-06,1.36e-05,0.00572,0.000383,4.4e-05,0.000157
2534,45.1,48.5,0.0004414,3.23e-05,3.2e-06,1.08e-05,0.005465,0.000401,4.3e-05,0.000151
2534,48.5,52.2,0.0003764,2.86e-05,2.8e-06,9.3e-06,0.005643,0.00043,4.5e-05,0.000158
2534,52.2,56.1,0.0002923,2.45e-05,2.2e-06,7.2e-06,0.005385,0.000453,4.4e-05,0.000152
2534,56.1,60.3,0.0002249,2.07e-05,1.7e-06,5.6e-06,0.005059,0.000467,4.1e-05,0.000144
2536,1.92,2.15,0.7939,0.0306,0.0144,0.025,0.007004,0.000271,0.000143,0.000245
2536,2.15,2.4,0.6974,0.0248,0.007,0.0198,0.007078,0.000252,8.7e-05,0.00022
2536,2.4,2.67,0.6293,0.0201,0.0041,0.017,0.007476,0.00024,6.8e-05,0.00022
2536,2.67,2.97,0.5737,0.017,0.0033,0.0157,0.008024,0.000239,6.4e-05,0.000236
2536,2.97,3.29,0.5114,0.0143,0.0027,0.0136,0.008409,0.000235,6.2e-05,0.000241
2536,3.29,3.64,0.4402,0.0118,0.0016,0.0113,0.008662,0.000233,5.4e-05,0.000241
2536,3.64,4.02,0.3701,0.0098,0.0012,0.0092,0.008842,0.000235,5.1e-05,0.00024
2536,4.02,4.43,0.3083,0.0079,0.0011,0.0076,0.008953,0.000231,5.1e-05,0.000241
2536,4.43,4.88,0.2507,0.0061,0.001,0.0061,0.008861,0.000217,5.1e-05,0.000237
2536,4.88,5.37,0.2086,0.005,0.0009,0.005,0.009008,0.000215,5.4e-05,0.000239
2536,5.37,5.9,0.163,0.004,0.0008,0.0039,0.008678,0.000213,5.3e-05,0.000229
2536,5.9,6.47,0.1243,0.0031,0.0006,0.003,0.008168,0.000207,5.3e-05,0.000214
2536,6.47,7.09,0.1029,0.0026,0.0005,0.0024,0.008364,0.000209,5.3e-05,0.000218
2536,7.09,7.76,0.08253,0.00207,0.00038,0.00194,0.008363,0.000211,5e-05,0.000217
2536,7.76,8.48,0.06597,0.0017,0.0003,0.00154,0.008283,0.000214,4.9e-05,0.000214
2536,8.48,9.26,0.05266,0.00141,0.00025,0.00122,0.008183,0.00022,4.9e-05,0.000211
2536,9.26,10.1,0.04297,0.0012,0.00021,0.00099,0.008288,0.000232,5e-05,0.000213
2536,10.1,11.0,0.0326,0.00099,0.00016,0.00075,0.007765,0.000237,4.8e-05,0.000199
2536,11.0,12.0,0.02726,0.00084,0.00014,0.00062,0.008058,0.00025,5e-05,0.000206
2536,12.0,13.0,0.02091,0.00072,0.00011,0.00048,0.007701,0.000267,4.9e-05,0.000197
2536,13.0,14.1,0.01744,0.00062,9e-05,0.0004,0.007852,0.000279,5.1e-05,0.0002
2536,14.1,15.3,0.01348,0.00051,7e-05,0.00031,0.007508,0.000283,4.9e-05,0.000192
2536,15.3,16.6,0.01121,0.00043,6e-05,0.00025,0.007722,0.000298,5.1e-05,0.000197
2536,16.6,18.0,0.008363,0.000346,4.6e-05,0.000189,0.007144,0.000296,4.7e-05,0.000183
2536,18.0,19.5,0.006963,0.00029,3.9e-05,0.000158,0.007373,0.000308,4.9e-05,0.000189
2536,19.5,21.1,0.005644,0.000241,3.2e-05,0.000128,0.007323,0.000313,5e-05,0.000188
2536,21.1,22.8,0.004083,0.00019,2.4e-05,9.3e-05,0.0065,0.000303,4.5e-05,0.000168
2536,22.8,24.7,0.003683,0.000164,2.2e-05,8.4e-05,0.007243,0.000323,5e-05,0.000188
2536,24.7,26.7,0.002869,0.000136,1.7e-05,6.6e-05,0.006952,0.000331,4.9e-05,0.000181
2536,26.7,28.8,0.0022,0.000114,1.3e-05,5.1e-05,0.006551,0.000341,4.6e-05,0.000172
2536,28.8,31.1,0.001714,9.5e-05,1.1e-05,4e-05,0.006224,0.000346,4.5e-05,0.000164
2536,31.1,33.5,0.001385,8.3e-05,9e-06,3.2e-05,0.006179,0.000371,4.5e-05,0.000164
2536,33.5,36.1,0.001237,7.5e-05,8e-06,2.9e-05,0.006809,0.000416,5.1e-05,0.000182
2536,36.1,38.9,0.0009889,6.48e-05,6.6e-06,2.35e-05,0.00656,0.000432,5e-05,0.000177
2536,38.9,41.9,0.0007711,5.53e-05,5.3e-06,1.85e-05,0.006262,0.00045,4.9e-05,0.00017
2536,41.9,45.1,0.0005494,4.51e-05,3.9e-06,1.33e-05,0.005432,0.000447,4.3e-05,0.000149
2536,45.1,48.5,0.000589,4.53e-05,4.3e-06,1.44e-05,0.007222,0.000557,5.8e-05,0.0002
2536,48.5,52.2,0.0003438,3.31e-05,2.5e-06,8.5e-06,0.005144,0.000497,4.2e-05,0.000144
2536,52.2,56.1,0.0003104,3.06e-05,2.3e-06,7.7e-06,0.005714,0.000566,4.7e-05,0.000161
2536,56.1,60.3,0.0002714,2.76e-05,2e-06,6.8e-06,0.00615,0.000627,5.1e-05,0.000175
2537,1.92,2.15,0.7896,0.0541,0.0142,0.0249,0.007076,0.000486,0.000144,0.000247
2537,2.15,2.4,0.7148,0.0451,0.0078,0.0203,0.007425,0.00047,9.8e-05,0.000231
2537,2.4,2.67,0.6067,0.0358,0.0027,0.0164,0.007327,0.000433,6.1e-05,0.000216
2537,2.67,2.97,0.5822,0.031,0.0036,0.0159,0.008202,0.000438,7.3e-05,0.000242
2537,2.97,3.29,0.5077,0.0256,0.0036,0.0135,0.008459,0.000427,7.9e-05,0.000242
2537,3.29,3.64,0.4402,0.0214,0.0025,0.0113,0.008783,0.000429,7.1e-05,0.000244
2537,3.64,4.02,0.3577,0.0174,0.0014,0.0089,0.008576,0.000419,5.9e-05,0.000233
2537,4.02,4.43,0.3151,0.0145,0.0011,0.0078,0.009162,0.000422,5.9e-05,0.000246
2537,4.43,4.88,0.2505,0.011,0.001,0.0061,0.008882,0.000392,5.9e-05,0.000237
2537,4.88,5.37,0.1991,0.0088,0.0009,0.0048,0.008687,0.000384,6e-05,0.00023
2537,5.37,5.9,0.1481,0.0069,0.0007,0.0036,0.007964,0.00037,5.5e-05,0.00021
2537,5.9,6.47,0.1326,0.0059,0.0006,0.0032,0.008785,0.000389,5.8e-05,0.00023
2537,6.47,7.09,0.1003,0.0046,0.0004,0.0024,0.008264,0.000378,5.3e-05,0.000216
2537,7.09,7.76,0.08375,0.00377,0.00036,0.00197,0.008464,0.000382,5.5e-05,0.00022
2537,7.76,8.48,0.06623,0.00307,0.00029,0.00155,0.008289,0.000386,5.4e-05,0.000214
2537,8.48,9.26,0.05542,0.00262,0.00028,0.00129,0.008693,0.000412,6e-05,0.000224
2537,9.26,10.1,0.04156,0.00213,0.00023,0.00096,0.007992,0.000412,5.7e-05,0.000205
2537,10.1,11.0,0.03556,0.00187,0.00019,0.00082,0.008554,0.000451,6.1e-05,0.000219
2537,11.0,12.0,0.0261,0.00149,0.00015,0.0006,0.007764,0.000444,5.8e-05,0.000199
2537,12.0,13.0,0.02266,0.00136,0.00014,0.00052,0.008389,0.000504,6.4e-05,0.000214
2537,13.0,14.1,0.01594,0.00106,0.0001,0.00036,0.007176,0.00048,5.6e-05,0.000183
2537,14.1,15.3,0.01379,0.00092,9e-05,0.00031,0.0078,0.000523,6.1e-05,0.000199
2537,15.3,16.6,0.009536,0.000715,5.8e-05,0.000216,0.006622,0.000498,5.1e-05,0.000169
2537,16.6,18.0,0.007904,0.000604,4.5e-05,0.000179,0.006767,0.000519,5e-05,0.000173
2537,18.0,19.5,0.007308,0.000534,4e-05,0.000166,0.007693,0.000564,5.5e-05,0.000197
2537,19.5,21.1,0.006089,0.000449,3.3e-05,0.000138,0.007946,0.000588,5.7e-05,0.000204
2537,21.1,22.8,0.005022,0.000378,2.8e-05,0.000114,0.008031,0.000607,5.8e-05,0.000207
2537,22.8,24.7,0.003524,0.000287,2e-05,8.1e-05,0.006976,0.000569,5.2e-05,0.000181
2537,24.7,26.7,0.002688,0.000236,1.6e-05,6.2e-05,0.006611,0.000584,5e-05,0.000172
2537,26.7,28.8,0.002091,0.0002,1.3e-05,4.8e-05,0.006299,0.000605,4.8e-05,0.000165
2537,28.8,31.1,0.001898,0.00018,1.2e-05,4.4e-05,0.007055,0.000673,5.5e-05,0.000186
2537,31.1,33.5,0.001684,0.000165,1.1e-05,3.9e-05,0.007672,0.000757,6.1e-05,0.000204
2537,33.5,36.1,0.001017,0.000123,7e-06,2.4e-05,0.005637,0.000686,4.5e-05,0.000151
2537,36.1,38.9,0.0009944,0.0001174,6.7e-06,2.36e-05,0.006677,0.000792,5.5e-05,0.00018
2537,38.9,41.9,0.0004427,7.56e-05,3e-06,1.06e-05,0.003665,0.000628,3.1e-05,0.0001
2537,41.9,45.1,0.0006135,8.62e-05,4.3e-06,1.48e-05,0.006201,0.000874,5.3e-05,0.00017
2537,45.1,48.5,0.0004531,7.18e-05,3.3e-06,1.1e-05,0.005615,0.000892,4.8e-05,0.000155
2537,48.5,52.2,0.000364,6.16e-05,2.7e-06,9e-06,0.005421,0.00092,4.7e-05,0.000151
2537,52.2,56.1,0.0003059,5.5e-05,2.3e-06,7.6e-06,0.005476,0.000987,4.8e-05,0.000155
2537,56.1,60.3,0.0003456,5.63e-05,2.6e-06,8.6e-06,0.008007,0.00131,7.1e-05,0.000228
2538,1.92,2.15,0.8119,0.0321,0.0162,0.0256,0.007172,0.000284,0.000159,0.000251
2538,2.15,2.4,0.764,0.0267,0.0096,0.0217,0.00784,0.000275,0.000115,0.000244
2538,2.4,2.67,0.6113,0.0203,0.005,0.0165,0.00732,0.000243,7.9e-05,0.000216
2538,2.67,2.97,0.5643,0.0171,0.0037,0.0154,0.007887,0.00024,7.2e-05,0.000232
2538,2.97,3.29,0.4994,0.0142,0.0029,0.0132,0.0082,0.000233,6.9e-05,0.000235
2538,3.29,3.64,0.4479,0.012,0.0018,0.0115,0.008844,0.000238,6.2e-05,0.000246
2538,3.64,4.02,0.3715,0.0099,0.0012,0.0093,0.008892,0.000237,5.7e-05,0.000242
2538,4.02,4.43,0.3,0.0078,0.001,0.0074,0.008724,0.000228,5.5e-05,0.000235
2538,4.43,4.88,0.2494,0.0061,0.0009,0.0061,0.00885,0.000216,5.7e-05,0.000236
2538,4.88,5.37,0.21,0.005,0.0009,0.0051,0.009164,0.000218,6e-05,0.000243
2538,5.37,5.9,0.1547,0.0039,0.0007,0.0037,0.008271,0.000208,5.4e-05,0.000218
2538,5.9,6.47,0.1289,0.0032,0.0006,0.0031,0.008489,0.000211,5.7e-05,0.000223
2538,6.47,7.09,0.1012,0.0025,0.0005,0.0024,0.00825,0.000207,5.6e-05,0.000215
2538,7.09,7.76,0.0858,0.0021,0.00039,0.00201,0.008739,0.000215,5.7e-05,0.000227
2538,7.76,8.48,0.06836,0.00172,0.00031,0.0016,0.008596,0.000218,5.6e-05,0.000222
2538,8.48,9.26,0.05287,0.00141,0.00024,0.00123,0.008233,0.00022,5.4e-05,0.000212
2538,9.26,10.1,0.04218,0.00119,0.0002,0.00097,0.008143,0.00023,5.5e-05,0.000209
2538,10.1,11.0,0.03518,0.00103,0.00018,0.00081,0.008404,0.000246,5.8e-05,0.000215
2538,11.0,12.0,0.02638,0.00083,0.00014,0.0006,0.007856,0.000247,5.5e-05,0.000201
2538,12.0,13.0,0.0216,0.00073,0.00011,0.00049,0.007951,0.00027,5.6e-05,0.000203
2538,13.0,14.1,0.01739,0.00061,9e-05,0.0004,0.00789,0.000279,5.6e-05,0.000201
2538,14.1,15.3,0.01424,0.00052,8e-05,0.00032,0.007935,0.000289,5.7e-05,0.000202
2538,15.3,16.6,0.01046,0.00041,6e-05,0.00024,0.007214,0.000286,5.3e-05,0.000184
2538,16.6,18.0,0.008357,0.000343,4.8e-05,0.000189,0.007127,0.000293,5.3e-05,0.000182
2538,18.0,19.5,0.006914,0.000286,4e-05,0.000157,0.007329,0.000304,5.4e-05,0.000188
2538,19.5,21.1,0.005592,0.000237,3.2e-05,0.000127,0.007234,0.000307,5.4e-05,0.000186
2538,21.1,22.8,0.004409,0.000195,2.6e-05,0.0001,0.007049,0.000313,5.3e-05,0.000182
2538,22.8,24.7,0.003697,0.000162,2.2e-05,8.5e-05,0.007332,0.000323,5.5e-05,0.00019
2538,24.7,26.7,0.002754,0.000132,1.6e-05,6.3e-05,0.006701,0.000323,5.1e-05,0.000175
2538,26.7,28.8,0.002192,0.000113,1.3e-05,5.1e-05,0.006508,0.000337,5e-05,0.00017
2538,28.8,31.1,0.001738,9.5e-05,1.1e-05,4e-05,0.006408,0.000352,5e-05,0.000169
2538,31.1,33.5,0.001303,8e-05,8e-06,3e-05,0.005841,0.00036,4.6e-05,0.000155
2538,33.5,36.1,0.0009967,6.72e-05,6.5e-06,2.35e-05,0.005516,0.000373,4.4e-05,0.000147
2538,36.1,38.9,0.0008757,6.07e-05,5.9e-06,2.08e-05,0.005969,0.000415,4.9e-05,0.000161
2538,38.9,41.9,0.0008055,5.62e-05,5.5e-06,1.93e-05,0.006585,0.000461,5.5e-05,0.000179
2538,41.9,45.1,0.0005904,4.65e-05,4.2e-06,1.43e-05,0.005955,0.000471,5e-05,0.000163
2538,45.1,48.5,0.0004591,3.98e-05,3.3e-06,1.12e-05,0.005723,0.000497,4.9e-05,0.000158
2538,48.5,52.2,0.0003587,3.37e-05,2.6e-06,8.8e-06,0.005374,0.000506,4.7e-05,0.00015
2538,52.2,56.1,0.000258,2.78e-05,1.9e-06,6.4e-06,0.004783,0.000517,4.2e-05,0.000135
2538,56.1,60.3,0.0001639,2.13e-05,1.2e-06,4.1e-06,0.003645,0.000475,3.2e-05,0.000104
2539,1.92,2.15,0.7768,0.0252,0.0106,0.0245,0.006874,0.000223,0.000114,0.00024
2539,2.15,2.4,0.7208,0.0212,0.0043,0.0204,0.007389,0.000218,6.7e-05,0.00023
2539,2.4,2.67,0.6685,0.0175,0.0025,0.0181,0.008013,0.00021,5.8e-05,0.000236
2539,2.67,2.97,0.5642,0.0142,0.0033,0.0154,0.007863,0.000199,6.4e-05,0.000232
2539,2.97,3.29,0.4961,0.0118,0.0028,0.0132,0.008156,0.000194,6.2e-05,0.000234
2539,3.29,3.64,0.4419,0.01,0.0017,0.0113,0.008718,0.000197,5.4e-05,0.000242
2539,3.64,4.02,0.3717,0.0082,0.0011,0.0093,0.008888,0.000198,4.9e-05,0.000242
2539,4.02,4.43,0.3081,0.0066,0.001,0.0076,0.008972,0.000193,4.9e-05,0.000241
2539,4.43,4.88,0.2383,0.005,0.0009,0.0058,0.008431,0.000177,4.7e-05,0.000225
2539,4.88,5.37,0.2041,0.0041,0.0008,0.0049,0.008833,0.000179,4.9e-05,0.000234
2539,5.37,5.9,0.16,0.0033,0.0007,0.0038,0.008504,0.000177,4.8e-05,0.000224
2539,5.9,6.47,0.1306,0.0027,0.0006,0.0031,0.008558,0.000178,4.9e-05,0.000224
2539,6.47,7.09,0.1037,0.0022,0.0005,0.0024,0.008433,0.000177,4.8e-05,0.00022
2539,7.09,7.76,0.08296,0.00175,0.00036,0.00195,0.008393,0.000178,4.8e-05,0.000218
2539,7.76,8.48,0.06795,0.00146,0.0003,0.00159,0.00855,0.000184,4.8e-05,0.000221
2539,8.48,9.26,0.05259,0.00119,0.00024,0.00122,0.008204,0.000187,4.8e-05,0.000211
2539,9.26,10.1,0.04369,0.00103,0.00021,0.00101,0.00843,0.000199,5e-05,0.000217
2539,10.1,11.0,0.03372,0.00085,0.00017,0.00078,0.008029,0.000204,4.9e-05,0.000206
2539,11.0,12.0,0.02812,0.00072,0.00014,0.00064,0.008345,0.000216,5.2e-05,0.000213
2539,12.0,13.0,0.0218,0.00062,0.00012,0.0005,0.007996,0.00023,5.1e-05,0.000204
2539,13.0,14.1,0.01729,0.00052,0.0001,0.00039,0.0078,0.000235,5.3e-05,0.000199
2539,14.1,15.3,0.01462,0.00044,8e-05,0.00033,0.008171,0.000249,5.5e-05,0.000208
2539,15.3,16.6,0.01126,0.00036,7e-05,0.00026,0.007745,0.00025,5.4e-05,0.000198
2539,16.6,18.0,0.008646,0.000294,5.4e-05,0.000196,0.007389,0.000252,5.3e-05,0.000189
2539,18.0,19.5,0.006764,0.000239,4.1e-05,0.000153,0.007103,0.000252,5e-05,0.000182
2539,19.5,21.1,0.005193,0.000193,3.1e-05,0.000118,0.006769,0.000252,4.7e-05,0.000174
2539,21.1,22.8,0.004256,0.000162,2.6e-05,9.7e-05,0.00683,0.000261,4.8e-05,0.000176
2539,22.8,24.7,0.003302,0.00013,2e-05,7.5e-05,0.006495,0.000256,4.5e-05,0.000168
2539,24.7,26.7,0.002878,0.000115,1.8e-05,6.6e-05,0.00701,0.000281,4.9e-05,0.000183
2539,26.7,28.8,0.002183,9.6e-05,1.3e-05,5e-05,0.006516,0.000288,4.6e-05,0.000171
2539,28.8,31.1,0.001775,8.2e-05,1.1e-05,4.1e-05,0.006483,0.0003,4.7e-05,0.000171
2539,31.1,33.5,0.001493,7.3e-05,1e-05,3.5e-05,0.006709,0.00033,4.9e-05,0.000178
2539,33.5,36.1,0.001161,6.2e-05,8e-06,2.7e-05,0.006397,0.000343,4.8e-05,0.000171
2539,36.1,38.9,0.0008286,5.04e-05,5.6e-06,1.97e-05,0.005594,0.000341,4.2e-05,0.000151
2539,38.9,41.9,0.0006687,4.37e-05,4.6e-06,1.6e-05,0.005528,0.000363,4.3e-05,0.00015
2539,41.9,45.1,0.0004933,3.63e-05,3.5e-06,1.19e-05,0.004898,0.000362,3.9e-05,0.000134
2539,45.1,48.5,0.0004547,3.38e-05,3.3e-06,1.11e-05,0.005619,0.000419,4.5e-05,0.000156
2539,48.5,52.2,0.0003399,2.8e-05,2.5e-06,8.4e-06,0.005066,0.000419,4.1e-05,0.000142
2539,52.2,56.1,0.0002537,2.35e-05,1.9e-06,6.3e-06,0.004628,0.000431,3.8e-05,0.000131
2539,56.1,60.3,0.0002626,2.31e-05,2e-06,6.6e-06,0.005843,0.000515,4.8e-05,0.000166
2540,1.92,2.15,0.7524,0.0371,0.0178,0.0237,0.006679,0.00033,0.000171,0.000233
2540,2.15,2.4,0.727,0.0323,0.0133,0.0206,0.007492,0.000334,0.000147,0.000233
2540,2.4,2.67,0.68,0.027,0.0084,0.0184,0.00811,0.000323,0.000114,0.000239
2540,2.67,2.97,0.6087,0.0227,0.0053,0.0166,0.008508,0.000318,9e-05,0.000251
2540,2.97,3.29,0.5077,0.0182,0.0073,0.0135,0.008371,0.000302,0.000129,0.00024
2540,3.29,3.64,0.4352,0.0151,0.004,0.0112,0.008568,0.000297,9.1e-05,0.000238
2540,3.64,4.02,0.374,0.0126,0.0022,0.0093,0.008907,0.0003,7.1e-05,0.000242
2540,4.02,4.43,0.2935,0.0098,0.0013,0.0072,0.008538,0.000285,5.6e-05,0.00023
2540,4.43,4.88,0.2503,0.0077,0.0011,0.0061,0.008879,0.000273,5.7e-05,0.000237
2540,4.88,5.37,0.2025,0.0062,0.0009,0.0049,0.008807,0.000269,5.5e-05,0.000234
2540,5.37,5.9,0.1676,0.0051,0.0007,0.004,0.008995,0.000274,5.6e-05,0.000237
2540,5.9,6.47,0.1259,0.004,0.0005,0.003,0.008298,0.000263,5.1e-05,0.000217
2540,6.47,7.09,0.1048,0.0033,0.0004,0.0025,0.008486,0.000264,5.2e-05,0.000221
2540,7.09,7.76,0.08607,0.00266,0.00038,0.00202,0.008662,0.000269,5.4e-05,0.000225
2540,7.76,8.48,0.07047,0.00221,0.00032,0.00164,0.0088,0.000278,5.5e-05,0.000228
2540,8.48,9.26,0.05663,0.00185,0.00028,0.00131,0.008845,0.00029,5.8e-05,0.000228
2540,9.26,10.1,0.04159,0.00149,0.00023,0.00096,0.008005,0.000288,5.6e-05,0.000206
2540,10.1,11.0,0.0345,0.00128,0.00019,0.00079,0.008267,0.000309,5.8e-05,0.000212
2540,11.0,12.0,0.02766,0.00107,0.00016,0.00063,0.008232,0.000319,6e-05,0.000211
2540,12.0,13.0,0.02026,0.00089,0.00012,0.00046,0.007434,0.000329,5.4e-05,0.00019
2540,13.0,14.1,0.01794,0.00078,0.0001,0.00041,0.008127,0.000356,5.8e-05,0.000207
2540,14.1,15.3,0.014,0.00064,8e-05,0.00032,0.007824,0.000361,5.5e-05,0.0002
2540,15.3,16.6,0.01084,0.00053,6e-05,0.00025,0.007446,0.000364,5.2e-05,0.00019
2540,16.6,18.0,0.008987,0.000445,5.1e-05,0.000204,0.007668,0.000381,5.4e-05,0.000196
2540,18.0,19.5,0.006642,0.000351,3.8e-05,0.00015,0.007006,0.000371,5e-05,0.00018
2540,19.5,21.1,0.005401,0.000291,3.2e-05,0.000123,0.006998,0.000379,5.1e-05,0.00018
2540,21.1,22.8,0.004328,0.000242,2.6e-05,9.9e-05,0.00692,0.000389,5.1e-05,0.000179
2540,22.8,24.7,0.003804,0.000207,2.3e-05,8.7e-05,0.007516,0.00041,5.5e-05,0.000195
2540,24.7,26.7,0.00306,0.000176,1.9e-05,7e-05,0.007422,0.000428,5.5e-05,0.000193
2540,26.7,28.8,0.002478,0.000152,1.5e-05,5.7e-05,0.007471,0.00046,5.6e-05,0.000196
2540,28.8,31.1,0.001597,0.000115,1e-05,3.7e-05,0.005857,0.000424,4.5e-05,0.000154
2540,31.1,33.5,0.001681,0.000115,1.1e-05,3.9e-05,0.007541,0.00052,5.8e-05,0.0002
2540,33.5,36.1,0.001114,9e-05,7e-06,2.6e-05,0.006099,0.000495,4.8e-05,0.000163
2540,36.1,38.9,0.000797,7.34e-05,5.4e-06,1.89e-05,0.005391,0.000498,4.3e-05,0.000145
2540,38.9,41.9,0.0006908,6.6e-05,4.8e-06,1.66e-05,0.005615,0.000538,4.6e-05,0.000153
2540,41.9,45.1,0.0005638,5.77e-05,4e-06,1.36e-05,0.005814,0.000597,4.8e-05,0.000159
