NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB250102943                  ,340.81,42.31,60677.943116013,57.601,3.238,5.9063e-06,3.2955e-08,17.152,0.724,"bn250102943
"
GRB171009138                  ,348.14,42.31,58035.137738862,47.104,7.464,2.8166e-06,4.6616e-08,25.344,0.572,"bn171009138
"
GRB250119083                  ,230.0,42.33,60694.08295526,81.408,16.191,3.6684e-06,6.0456e-08,27.136,2.996,"bn250119083
"
GRB201215266                  ,211.83,42.42,59198.266305999,13.056,5.91,2.6593e-06,4.8179e-08,3.328,0.81,"bn201215266
"
GRB160821857                  ,171.248,42.343,57621.857292117,43.009,0.724,0.00052221,8.5864e-08,12.288,0.362,"bn160821857
"
GRB241207371                  ,287.53,42.55,60651.370951101,67.841,0.923,1.2393e-05,3.2396e-08,40.449,1.056,"bn241207371
"
GRB230225460                  ,150.51,42.75,60000.460398072,67.84,2.187,3.4602e-06,4.4081e-08,17.92,1.846,"bn230225460
"
GRB080816503                  ,156.2,42.6,54694.502988195,64.769,1.81,1.3301e-05,8.2522e-08,23.296,0.572,"bn080816503
"
GRB130517781                  ,41.86,42.66,56429.780705795,33.28,1.28,1.9705e-05,7.8559e-08,17.92,0.572,"bn130517781
"
GRB221206516                  ,251.155,42.671,59919.515825916,8.384,0.091,4.2969e-05,5.9583e-08,5.888,0.091,"bn221206516
"
GRB170710340                  ,43.122,42.679,57944.34037032,42.24,4.636,3.4027e-06,3.2644e-08,17.152,0.724,"bn170710340
"
GRB201127147                  ,143.68,42.73,59180.14704577,7.424,3.238,1.2047e-06,1.0998e-07,2.304,0.923,"bn201127147
"
GRB190610750                  ,327.38,42.42,58644.749883197,37.889,4.924,1.103e-05,4.0248e-08,10.752,0.572,"bn190610750
"
GRB100609783                  ,90.48,42.78,55356.78346443,111.618,2.111,1.4676e-05,3.1164e-08,34.049,0.724,"bn100609783
"
GRB130406354                  ,138.21,42.83,56388.353895606,2.56,1.619,2.9755e-07,2.9033e-08,0.768,0.923,"bn130406354
"
GRB171007498                  ,135.544,42.849,58033.49837852,3.456,0.345,3.0318e-07,1.8513e-08,0.96,0.286,"bn171007498
"
GRB141111435                  ,51.22,43.02,56972.435411928,1.728,1.296,1.9972e-07,3.4354e-08,0.512,0.345,"bn141111435
"
GRB231203831                  ,197.33,42.54,60281.830604768,1.152,0.429,2.8384e-08,1.1387e-08,0.512,1.012,"bn231203831
"
GRB090520832                  ,332.0,43.2,54971.831874721,0.768,0.834,2.317e-07,2.5161e-08,0.256,0.181,"bn090520832
"
GRB230701948                  ,115.74,43.02,60126.947675023,2.816,0.362,2.6252e-06,2.3712e-08,1.024,0.362,"bn230701948
"
GRB110422029                  ,226.69,43.02,55673.029034201,0.32,0.453,8.0648e-08,1.9246e-08,0.256,0.181,"bn110422029
"
GRB230430325                  ,184.75,43.05,60064.32452321,0.32,0.143,1.4842e-06,1.2704e-08,0.192,0.091,"bn230430325
"
GRB251209558                  ,214.2,43.06,61018.558379488,57.089,0.63,7.3092e-05,3.3997e-07,22.08,0.345,"bn251209558
"
GRB110328520                  ,117.65,43.1,55648.520361044,83.97,3.482,1.9227e-05,1.0326e-07,27.137,1.379,"bn110328520
"
GRB171106498                  ,274.07,43.12,58063.497792501,10.752,0.724,4.895e-06,3.7095e-08,4.864,1.056,"bn171106498
"
GRB161017745                  ,142.765,43.142,57678.744540096,37.888,10.861,4.8642e-06,6.3067e-08,10.24,1.81,"bn161017745
"
GRB131217506                  ,57.46,43.21,56643.505861506,3.328,0.64,6.805e-07,3.0619e-08,1.28,0.466,"bn131217506
"
GRB140501497                  ,62.78,43.25,56778.496649185,22.144,5.186,6.9716e-06,4.3762e-08,7.552,0.181,"bn140501497
"
GRB221120895                  ,41.3225,43.197,59903.895461232,0.64,0.264,4.9688e-07,1.1166e-08,0.128,0.091,"bn221120895
"
GRB210924960                  ,112.1,43.25,59481.960325671,10.24,2.187,1.1245e-06,5.01e-08,6.912,1.145,"bn210924960
"
GRB230713999                  ,122.79,43.31,60138.999374368,80.129,2.862,1.2773e-05,5.0221e-08,19.712,0.572,"bn230713999
"
GRB100424876                  ,7.79,43.35,55310.876303126,169.987,3.557,1.4946e-05,1.7173e-07,20.48,2.29,"bn100424876
"
GRB151118554                  ,292.98,43.4,57344.554227727,40.897,10.555,4.27e-06,6.5149e-08,8.448,1.145,"bn151118554
"
GRB211120962                  ,315.92,43.41,59538.962013052,5.12,0.362,2.8573e-05,2.983e-08,2.816,0.362,"bn211120962
"
GRB180522678                  ,348.4,43.75,58260.67821079,12.032,0.724,4.1951e-06,3.4779e-08,6.912,0.362,"bn180522678
"
GRB160530667                  ,133.48,43.48,57538.667498015,9.024,0.181,9.1857e-05,4.9921e-08,3.264,0.143,"bn160530667
"
GRB191110587                  ,260.2,43.51,58797.587210565,14.848,7.141,2.1614e-06,7.6609e-08,5.632,1.086,"bn191110587
"
GRB180126095                  ,305.6,43.53,58144.094807442,18.432,4.636,9.3269e-06,7.4567e-08,3.84,0.572,"bn180126095
"
GRB101010190                  ,47.19,43.56,55479.190125351,65.025,6.165,1.5514e-06,6.0009e-08,49.665,1.086,"bn101010190
"
GRB160922856                  ,348.11,43.57,57653.855885143,20.736,4.944,8.6922e-07,2.4404e-08,3.84,1.28,"bn160922856
"
GRB161228553                  ,129.29,43.67,57750.552567668,47.105,15.625,4.6841e-06,6.9431e-08,11.264,2.064,"bn161228553
"
GRB230201236                  ,346.45,43.77,59976.2358033,1.28,1.012,5.3534e-07,4.8842e-08,0.256,0.264,"bn230201236
"
GRB140416060                  ,35.41,43.91,56763.060196048,31.744,1.28,8.1404e-05,3.8702e-07,16.576,0.143,"bn140416060
"
GRB160816414                  ,25.32,43.7,57616.413769762,11.776,3.806,8.406e-07,3.6423e-08,5.376,2.064,"bn160816414
"
GRB170606968                  ,123.16,43.93,57910.968257228,11.264,0.724,4.742e-06,1.471e-08,2.304,0.362,"bn170606968
"
GRB101027230                  ,79.02,43.97,55496.229522705,1.344,1.802,1.4381e-07,8.7545e-09,0.128,0.091,"bn101027230
"
GRB111010237                  ,87.09,43.98,55844.236511153,82.433,8.444,1.1009e-05,1.5698e-07,27.648,2.896,"bn111010237
"
GRB140831374                  ,4.29,44.01,56900.374389086,3.584,2.573,1.0912e-06,3.1439e-08,0.768,0.362,"bn140831374
"
GRB130409960                  ,30.52,44.1,56391.959718259,26.112,1.056,7.8707e-06,5.1871e-08,7.68,1.056,"bn130409960
"
GRB201029847                  ,229.583,44.4598,59151.847125124,105.474,19.262,3.6882e-06,8.7883e-08,49.921,4.783,"bn201029847
"
GRB190202234                  ,225.13,44.11,58516.233978215,97.536,2.172,6.2889e-06,4.8819e-08,38.144,0.923,"bn190202234
"
GRB090817036                  ,63.9659,44.1234,55060.035719975,52.417,10.657,4.6135e-06,1.0698e-07,13.312,2.111,"bn090817036
"
GRB130407800                  ,53.53,44.17,56389.800498344,32.0,9.137,1.7462e-06,4.9528e-08,13.824,2.415,"bn130407800
"
GRB131024900                  ,144.503,44.2715,56589.899639418,45.312,5.538,1.3261e-06,4.3163e-08,26.112,2.769,"bn131024900
"
GRB230902615                  ,305.97,44.31,60189.61511356,3.584,1.493,5.7465e-07,2.2337e-08,1.792,0.362,"bn230902615
"
GRB180913783                  ,350.85,44.37,58374.783420604,0.768,0.143,7.9118e-07,2.0642e-08,0.512,0.143,"bn180913783
"
GRB210627312                  ,148.33,44.46,59392.311987004,12.8,4.048,2.0452e-06,5.44e-08,3.328,1.145,"bn210627312
"
GRB250212035                  ,280.43,44.47,60718.034651914,24.576,1.717,3.0655e-06,8.5421e-08,12.544,2.56,"bn250212035
"
GRB080919790                  ,219.5,44.4,54728.789989644,0.512,0.405,4.5867e-08,5.0626e-09,0.128,0.091,"bn080919790
"
GRB210402920                  ,198.259,44.5129,59306.919640955,76.032,0.923,1.6993e-06,7.7729e-09,59.904,1.379,"bn210402920
"
GRB240514169                  ,5.07,44.52,60444.169271296,1.408,1.154,1.9499e-06,4.2765e-08,0.384,0.202,"bn240514169
"
GRB180730018                  ,98.03,44.54,58329.017828046,0.256,0.707,1.2283e-07,2.4928e-08,0.064,0.091,"bn180730018
"
GRB140218427                  ,347.48,44.54,56706.426728328,53.505,5.684,5.6143e-06,6.1862e-08,31.489,1.95,"bn140218427
"
GRB110609185                  ,327.83,44.59,55721.184850221,9.984,4.471,5.0531e-07,3.4466e-08,2.816,1.28,"bn110609185
"
GRB230228244                  ,18.378,44.483,60003.243648069,2.304,1.088,5.0645e-07,4.4026e-08,0.64,0.405,"bn230228244
"
GRB111109873                  ,129.98,44.65,55874.873109461,9.664,6.457,6.6921e-06,5.4026e-07,3.2,1.175,"bn111109873
"
GRB240405932                  ,262.78,44.75,60405.93226208,19.968,3.916,9.5869e-07,3.7632e-08,9.728,1.81,"bn240405932
"
GRB180626392                  ,285.06,44.82,58295.391558426,0.96,0.405,4.9141e-07,3.7846e-08,0.256,0.264,"bn180626392
"
GRB221029045                  ,53.25,44.88,59881.045455016,27.648,0.362,2.557e-05,2.838e-08,10.496,0.362,"bn221029045
"
GRB101025267                  ,134.71,44.88,55494.266593665,30.976,0.923,4.4945e-06,4.2925e-08,13.824,0.724,"bn101025267
"
GRB230409626                  ,100.49,44.92,60043.625673648,20.224,1.379,3.902e-05,3.8379e-07,9.216,0.572,"bn230409626
"
GRB240407042                  ,352.33,44.92,60407.041571886,13.824,0.572,7.7628e-06,3.5035e-08,6.656,0.572,"bn240407042
"
GRB121117018                  ,279.14,44.93,56248.017797754,331.782,4.048,1.0632e-05,6.8216e-08,48.385,2.986,"bn121117018
"
GRB140703026                  ,12.9957,45.1018,56841.025777666,83.969,2.996,7.5662e-06,5.089e-08,23.808,0.923,"bn140703026
"
GRB230506715                  ,134.373,45.126,60070.714779698,23.041,2.36,2.5759e-06,3.9929e-08,5.888,0.572,"bn230506715
"
GRB130716352                  ,348.87,45.34,56489.351611149,91.136,10.801,2.9918e-06,5.6314e-08,38.912,3.114,"bn130716352
"
GRB210410037                  ,269.754,45.3634,59314.036996751,48.128,2.828,3.1006e-05,9.9609e-08,13.568,0.81,"bn210410037
"
GRB081130212                  ,34.2,45.4,54800.211582395,2.24,1.002,2.6396e-07,2.0468e-08,1.28,0.905,"bn081130212
"
GRB090222179                  ,118.6,45.0,54884.178583057,17.408,3.238,3.2261e-06,5.3845e-08,8.192,1.448,"bn090222179
"
GRB190123513                  ,53.2206,45.5253,58506.513405296,16.896,6.085,8.0198e-07,4.3625e-08,6.4,1.95,"bn190123513
"
GRB250107210                  ,302.52,45.564,60682.210072753,53.246,2.611,4.2815e-06,5.8805e-08,15.872,1.379,"bn250107210
"
GRB151107851                  ,31.3,45.59,57333.850605293,139.01,6.446,2.9583e-05,1.2498e-07,58.625,6.405,"bn151107851
"
GRB160314929                  ,167.56,45.67,57461.929094146,98.562,5.431,4.4671e-06,5.8558e-08,13.568,2.064,"bn160314929
"
GRB210515623                  ,315.17,45.71,59349.622756714,16.384,1.717,6.5398e-06,1.1759e-07,6.656,0.572,"bn210515623
"
GRB101224227                  ,285.926,45.715,55554.227243769,1.728,1.68,1.9147e-07,2.6881e-08,0.192,0.286,"bn101224227
"
GRB090814950                  ,307.65,45.72,55057.949638626,108.61,8.816,1.5983e-05,3.8741e-07,52.673,2.79,"bn090814950
"
GRB220925462                  ,156.7,45.03,59847.462454769,56.577,3.874,4.6538e-06,5.9953e-08,18.432,2.064,"bn220925462
"
GRB210618072                  ,235.82,46.043,59383.071946068,3.584,0.96,3.4839e-07,2.927e-08,1.408,0.373,"bn210618072
"
GRB231019715                  ,343.13,45.72,60236.715258489,9.472,2.064,1.4763e-06,1.1248e-08,3.584,0.362,"bn231019715
"
GRB101101744                  ,13.55,45.75,55501.744143793,3.328,2.862,6.5004e-07,2.2784e-08,1.024,0.572,"bn101101744
"
GRB251028325                  ,337.82,45.75,60976.325077617,13.952,3.401,4.1271e-06,8.1587e-08,8.384,0.362,"bn251028325
"
GRB200613229                  ,153.042,45.7541,59013.229261732,478.026,3.168,4.8873e-05,2.2787e-07,338.375,0.792,"bn200613229
"
GRB230910125                  ,56.98,45.86,60197.125020146,12.288,0.923,2.3069e-06,2.3753e-08,3.328,0.572,"bn230910125
"
GRB141031257                  ,26.72,45.98,56961.257418386,38.656,7.464,1.6006e-06,4.1214e-08,16.64,3.114,"bn141031257
"
GRB090108020                  ,260.8,46.0,54839.020166267,0.704,0.143,7.4732e-07,1.6643e-08,0.256,0.091,"bn090108020
"
GRB201008443                  ,161.859,46.1019,59130.442785943,2.048,0.572,1.0908e-06,1.6411e-08,0.768,0.362,"bn201008443
"
GRB230715072                  ,117.79,46.04,60140.071712273,18.688,2.064,1.4668e-06,3.5418e-08,4.352,0.572,"bn230715072
"
GRB220211657                  ,3.8,46.23,59621.657279655,152.579,6.297,1.01e-05,9.364e-08,96.77,1.28,"bn220211657
"
GRB120703498                  ,210.51,46.26,56111.497880442,77.568,2.187,2.5968e-06,5.3469e-08,34.304,11.531,"bn120703498
"
GRB190604446                  ,342.55,46.37,58638.446262194,31.998,9.476,1.7676e-05,3.0853e-08,5.376,0.362,"bn190604446
"
GRB160917479                  ,295.668,46.4032,57648.47938988,19.456,5.638,5.2324e-06,6.1881e-08,8.96,0.572,"bn160917479
"
GRB190827467                  ,175.81,46.45,58722.467228545,43.777,1.493,1.12e-05,3.4106e-08,12.544,0.362,"bn190827467
"
GRB101220576                  ,241.57,46.14,55550.576367278,72.449,4.048,9.5964e-06,9.4056e-08,22.528,0.923,"bn101220576
"
GRB121122564                  ,52.67,46.47,56253.563512977,8.704,0.724,8.1464e-07,1.7939e-08,3.072,0.572,"bn121122564
"
GRB170610689                  ,68.91,46.48,57914.688745874,19.2,0.362,1.0314e-05,1.9372e-08,11.008,0.362,"bn170610689
"
GRB140907672                  ,48.147,46.595,56907.671664382,35.841,5.473,6.4501e-06,6.3631e-08,11.776,0.724,"bn140907672
"
GRB150703259                  ,341.33,46.61,57206.259410656,46.593,1.28,9.4769e-06,3.9187e-08,18.432,0.81,"bn150703259
"
GRB180218635                  ,47.23,46.65,58167.634785743,5.632,0.362,5.4708e-05,7.0289e-08,1.792,0.362,"bn180218635
"
GRB240425015                  ,227.67,46.68,60425.014818762,37.377,2.429,5.8068e-06,3.9844e-08,15.104,0.923,"bn240425015
"
GRB220702842                  ,170.65,46.79,59762.842205995,35.84,1.557,1.683e-06,2.1562e-08,12.8,1.28,"bn220702842
"
GRB181216551                  ,212.51,46.8,58468.550828759,43.52,21.262,1.6438e-06,2.6897e-08,5.888,0.572,"bn181216551
"
GRB080806896                  ,241.8,46.7,54684.895611387,75.777,4.185,1.3277e-05,1.942e-07,28.032,1.382,"bn080806896
"
GRB171126235                  ,237.84,46.76,58083.235228109,1.472,0.143,7.1957e-06,4.9012e-08,0.448,0.091,"bn171126235
"
GRB130314147                  ,206.21,46.77,56365.146716424,142.851,2.36,1.4603e-05,4.6685e-08,50.945,1.305,"bn130314147
"
GRB140508128                  ,255.467,46.7803,56785.127715255,44.288,0.231,6.1432e-05,1.2084e-07,21.184,0.091,"bn140508128
"
GRB221215177                  ,155.056,46.873,59928.176712672,13.248,1.012,6.6178e-07,4.2601e-08,4.672,0.551,"bn221215177
"
GRB100706693                  ,255.16,46.89,55383.693274587,0.128,0.143,1.3164e-07,6.8615e-09,0.064,0.091,"bn100706693
"
GRB120504468                  ,329.94,46.83,56051.467823319,41.985,2.673,3.3628e-06,2.6299e-08,20.48,0.724,"bn120504468
"
GRB090529564                  ,162.7,47.3,54980.563894534,9.853,0.179,8.6899e-06,3.3272e-08,8.576,0.091,"bn090529564
"
GRB110106893                  ,134.196,46.998,55567.893241646,35.521,3.612,4.1105e-06,5.6192e-08,11.648,0.604,"bn110106893
"
GRB100328141                  ,155.94,47.03,55283.140794039,0.384,0.143,1.0066e-06,2.3529e-08,0.192,0.091,"bn100328141
"
GRB220408240                  ,202.417,47.0687,59677.240328765,17.92,1.305,1.9029e-06,3.6101e-08,4.864,1.145,"bn220408240
"
GRB211120548                  ,47.94,47.14,59538.548458775,36.097,2.534,7.6453e-06,5.4692e-08,12.288,0.572,"bn211120548
"
GRB160119072                  ,231.99,47.17,57406.072367624,23.296,7.424,7.5283e-07,3.5525e-08,7.936,2.521,"bn160119072
"
GRB090403314                  ,67.1,47.2,54924.314376499,14.848,1.846,1.0923e-06,1.9341e-08,6.656,0.81,"bn090403314
"
GRB191008297                  ,50.65,47.33,58764.296517134,32.513,3.665,1.5479e-06,3.3158e-08,20.224,1.086,"bn191008297
"
GRB101021063                  ,0.46,47.34,55490.06286641,1.536,2.36,2.9255e-07,2.0572e-08,0.768,0.362,"bn101021063
"
GRB240814785                  ,136.08,47.22,60536.784929895,65.025,1.717,1.6328e-05,2.5562e-07,35.073,0.724,"bn240814785
"
GRB230313485                  ,202.37,47.24,60016.485219986,6.461,0.572,4.388e-06,2.5259e-08,1.792,0.362,"bn230313485
"
GRB240831710                  ,284.49,47.35,60553.710167494,0.32,0.429,3.5407e-08,1.4607e-08,0.256,0.32,"bn240831710
"
GRB130705398                  ,156.3,47.41,56478.39796249,0.128,0.528,2.1179e-07,2.3407e-08,0.064,0.091,"bn130705398
"
GRB160718975                  ,99.45,47.46,57587.975333375,8.448,0.81,2.4683e-06,2.2637e-08,2.816,0.572,"bn160718975
"
GRB130518580                  ,355.671,47.478,56430.579600988,48.577,0.916,9.4591e-05,1.5428e-07,6.848,0.181,"bn130518580
"
GRB170614486                  ,220.71,47.5,57918.485956691,26.88,1.28,2.1953e-05,7.2661e-08,8.192,0.724,"bn170614486
"
GRB230703954                  ,315.25,47.53,60128.953557687,17.92,0.572,1.1136e-05,3.8104e-08,8.704,0.572,"bn230703954
"
GRB110117364                  ,130.87,47.59,55578.364476885,72.448,9.051,2.5605e-06,1.0667e-07,41.472,4.404,"bn110117364
"
GRB210620204                  ,291.11,47.6,59385.204331993,53.76,3.167,2.087e-06,3.2116e-08,46.08,0.81,"bn210620204
"
GRB191031891                  ,283.275,47.639,58787.891332502,0.256,0.023,3.9689e-06,1.5183e-08,0.128,0.023,"bn191031891
"
GRB230805303                  ,44.74,47.64,60161.302968704,59.392,10.373,2.9394e-06,1.6352e-07,25.856,7.209,"bn230805303
"
GRB161205561                  ,318.98,47.65,57727.560628118,33.536,3.874,3.1749e-06,3.8807e-08,18.688,1.056,"bn161205561
"
GRB140630505                  ,27.58,47.73,56838.505472489,63.745,2.769,7.632e-06,7.6928e-08,33.025,1.493,"bn140630505
"
GRB250320254                  ,262.97,47.34,60754.253988188,81.409,2.36,6.3697e-05,1.2781e-07,21.76,0.81,"bn250320254
"
GRB080805496                  ,322.7,47.9,54683.495724128,29.44,3.566,1.752e-06,4.7789e-08,17.408,1.846,"bn080805496
"
GRB230812790                  ,249.1,47.75,60168.790417241,3.264,0.091,0.00027987,2.5309e-07,0.896,0.091,"bn230812790
"
GRB100802240                  ,2.4673,47.7545,55410.239996249,28.672,3.167,1.2014e-06,3.2284e-08,11.008,1.619,"bn100802240
"
GRB170711931                  ,45.786,47.85,57945.930848413,12.288,2.429,2.1242e-06,2.4529e-08,3.072,0.572,"bn170711931
"
GRB220424481                  ,235.23,47.86,59693.481124674,39.425,1.844,9.7165e-06,4.1209e-08,15.616,0.572,"bn220424481
"
GRB120118898                  ,166.57,47.87,55944.89775238,17.152,2.111,1.6159e-06,3.3932e-08,12.8,0.362,"bn120118898
"
GRB160813297                  ,323.04,47.9,57613.296564051,7.936,1.639,1.0544e-06,3.2607e-08,2.816,0.362,"bn160813297
"
GRB100411516                  ,210.61,47.91,55297.515941484,0.512,0.231,2.1448e-07,2.0338e-08,0.448,0.143,"bn100411516
"
GRB221209243                  ,241.68,48.08,59922.243343203,4.16,0.834,3.3656e-05,1.3245e-07,1.216,0.143,"bn221209243
"
GRB190122305                  ,258.71,48.12,58505.304948773,54.016,3.338,6.7809e-06,4.0513e-08,15.36,0.923,"bn190122305
"
GRB250702413                  ,317.77,48.14,60858.412587513,52.737,0.81,3.6011e-05,7.5083e-08,16.64,0.572,"bn250702413
"
GRB121122885                  ,43.86,48.17,56253.88533039,7.936,0.572,3.8485e-05,1.5508e-07,3.584,0.362,"bn121122885
"
GRB240627839                  ,215.25,48.52,60488.839027633,23.808,1.81,3.6898e-06,2.2648e-08,12.032,0.572,"bn240627839
"
GRB101223834                  ,250.55,48.22,55553.83354278,56.065,5.497,2.4552e-06,4.5416e-08,13.824,1.28,"bn101223834
"
GRB241025650                  ,152.56,48.27,60608.650123327,4.992,0.659,1.9049e-06,3.4736e-08,0.96,0.143,"bn241025650
"
GRB121220311                  ,31.07,48.28,56281.311264337,5.12,0.81,4.5315e-07,2.7791e-08,3.584,0.724,"bn121220311
"
GRB131029973                  ,200.785,48.298,56594.972784472,104.449,7.241,2.8958e-05,1.2303e-07,66.561,2.896,"bn131029973
"
GRB211211909                  ,228.11,48.38,59559.908829191,54.272,3.125,4.8277e-06,8.0304e-08,6.656,1.28,"bn211211909
"
GRB250814316                  ,306.329,48.391,60901.316079596,21.504,2.187,1.2916e-06,2.4966e-08,8.96,1.145,"bn250814316
"
