date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2011-05-30,10.1,11.0,2.166e+1,0.012e+1,0.010e+1,0.025e+1
2011-05-30,11.0,13.0,1.569e+1,0.007e+1,0.007e+1,0.018e+1
2011-05-30,13.0,16.6,9.155e+0,0.034e+0,0.042e+0,0.110e+0
2011-05-30,16.6,22.8,4.322e+0,0.015e+0,0.020e+0,0.053e+0
2011-05-30,22.8,33.5,1.670e+0,0.006e+0,0.008e+0,0.021e+0
2011-05-30,33.5,48.5,5.816e-1,0.032e-1,0.029e-1,0.075e-1
2011-05-30,48.5,69.7,2.118e-1,0.016e-1,0.012e-1,0.027e-1
2011-05-30,69.7,100.0,7.657e-2,0.080e-2,0.053e-2,0.104e-2
2011-05-31,1.00,1.16,9.580e+2,0.065e+2,0.100e+2,0.283e+2
2011-05-31,1.16,1.33,9.220e+2,0.054e+2,0.073e+2,0.212e+2
2011-05-31,1.33,1.51,8.555e+2,0.047e+2,0.053e+2,0.162e+2
2011-05-31,1.51,1.71,7.822e+2,0.041e+2,0.041e+2,0.128e+2
2011-05-31,1.71,1.92,6.900e+2,0.034e+2,0.034e+2,0.101e+2
2011-05-31,1.92,2.15,6.127e+2,0.029e+2,0.029e+2,0.083e+2
2011-05-31,2.15,2.40,5.264e+2,0.025e+2,0.025e+2,0.068e+2
2011-05-31,2.40,2.67,4.495e+2,0.020e+2,0.021e+2,0.055e+2
2011-05-31,2.67,2.97,3.758e+2,0.016e+2,0.017e+2,0.045e+2
2011-05-31,2.97,3.29,3.158e+2,0.014e+2,0.014e+2,0.037e+2
2011-05-31,3.29,3.64,2.620e+2,0.011e+2,0.012e+2,0.030e+2
2011-05-31,3.64,4.02,2.189e+2,0.009e+2,0.010e+2,0.025e+2
2011-05-31,4.02,4.43,1.789e+2,0.007e+2,0.008e+2,0.020e+2
2011-05-31,4.43,4.88,1.483e+2,0.006e+2,0.007e+2,0.017e+2
2011-05-31,4.88,5.37,1.210e+2,0.005e+2,0.005e+2,0.013e+2
2011-05-31,5.37,5.90,9.707e+1,0.040e+1,0.043e+1,0.108e+1
2011-05-31,5.90,6.47,7.875e+1,0.033e+1,0.035e+1,0.088e+1
2011-05-31,6.47,7.09,6.334e+1,0.027e+1,0.028e+1,0.071e+1
2011-05-31,7.09,7.76,5.108e+1,0.022e+1,0.023e+1,0.057e+1
2011-05-31,7.76,8.48,4.108e+1,0.019e+1,0.018e+1,0.047e+1
2011-05-31,8.48,9.26,3.315e+1,0.016e+1,0.015e+1,0.038e+1
2011-05-31,9.26,10.1,2.677e+1,0.013e+1,0.012e+1,0.031e+1
2011-05-31,10.1,11.0,2.139e+1,0.011e+1,0.009e+1,0.025e+1
2011-05-31,11.0,13.0,1.562e+1,0.006e+1,0.007e+1,0.018e+1
2011-05-31,13.0,16.6,9.101e+0,0.032e+0,0.040e+0,0.109e+0
2011-05-31,16.6,22.8,4.327e+0,0.014e+0,0.019e+0,0.053e+0
2011-05-31,22.8,33.5,1.658e+0,0.006e+0,0.008e+0,0.021e+0
2011-05-31,33.5,48.5,5.851e-1,0.031e-1,0.029e-1,0.075e-1
2011-05-31,48.5,69.7,2.098e-1,0.016e-1,0.012e-1,0.027e-1
2011-05-31,69.7,100.0,7.660e-2,0.078e-2,0.052e-2,0.103e-2
2011-06-01,1.00,1.16,9.465e+2,0.060e+2,0.094e+2,0.277e+2
2011-06-01,1.16,1.33,9.156e+2,0.052e+2,0.066e+2,0.208e+2
2011-06-01,1.33,1.51,8.648e+2,0.045e+2,0.046e+2,0.161e+2
2011-06-01,1.51,1.71,7.982e+2,0.038e+2,0.034e+2,0.128e+2
2011-06-01,1.71,1.92,7.002e+2,0.032e+2,0.027e+2,0.101e+2
2011-06-01,1.92,2.15,6.154e+2,0.028e+2,0.022e+2,0.082e+2
2011-06-01,2.15,2.40,5.266e+2,0.024e+2,0.018e+2,0.066e+2
2011-06-01,2.40,2.67,4.519e+2,0.020e+2,0.015e+2,0.054e+2
2011-06-01,2.67,2.97,3.789e+2,0.016e+2,0.012e+2,0.043e+2
2011-06-01,2.97,3.29,3.185e+2,0.014e+2,0.010e+2,0.036e+2
2011-06-01,3.29,3.64,2.654e+2,0.012e+2,0.008e+2,0.029e+2
2011-06-01,3.64,4.02,2.183e+2,0.009e+2,0.007e+2,0.024e+2
2011-06-01,4.02,4.43,1.813e+2,0.007e+2,0.006e+2,0.020e+2
2011-06-01,4.43,4.88,1.472e+2,0.006e+2,0.004e+2,0.016e+2
2011-06-01,4.88,5.37,1.200e+2,0.005e+2,0.004e+2,0.013e+2
2011-06-01,5.37,5.90,9.760e+1,0.041e+1,0.030e+1,0.104e+1
2011-06-01,5.90,6.47,7.898e+1,0.034e+1,0.024e+1,0.085e+1
2011-06-01,6.47,7.09,6.330e+1,0.028e+1,0.019e+1,0.068e+1
2011-06-01,7.09,7.76,5.132e+1,0.023e+1,0.016e+1,0.055e+1
2011-06-01,7.76,8.48,4.169e+1,0.019e+1,0.013e+1,0.045e+1
2011-06-01,8.48,9.26,3.310e+1,0.016e+1,0.010e+1,0.036e+1
2011-06-01,9.26,10.1,2.706e+1,0.014e+1,0.008e+1,0.030e+1
2011-06-01,10.1,11.0,2.176e+1,0.011e+1,0.007e+1,0.024e+1
2011-06-01,11.0,13.0,1.573e+1,0.006e+1,0.005e+1,0.018e+1
2011-06-01,13.0,16.6,9.169e+0,0.033e+0,0.028e+0,0.106e+0
2011-06-01,16.6,22.8,4.351e+0,0.015e+0,0.014e+0,0.052e+0
2011-06-01,22.8,33.5,1.688e+0,0.006e+0,0.006e+0,0.021e+0
2011-06-01,33.5,48.5,5.947e-1,0.032e-1,0.021e-1,0.073e-1
2011-06-01,48.5,69.7,2.091e-1,0.016e-1,0.009e-1,0.026e-1
2011-06-01,69.7,100.0,7.767e-2,0.079e-2,0.043e-2,0.100e-2
2011-06-02,1.00,1.16,9.798e+2,0.062e+2,0.100e+2,0.288e+2
2011-06-02,1.16,1.33,9.495e+2,0.052e+2,0.072e+2,0.217e+2
2011-06-02,1.33,1.51,8.887e+2,0.045e+2,0.052e+2,0.167e+2
2011-06-02,1.51,1.71,8.074e+2,0.039e+2,0.040e+2,0.131e+2
2011-06-02,1.71,1.92,7.125e+2,0.033e+2,0.032e+2,0.104e+2
2011-06-02,1.92,2.15,6.185e+2,0.027e+2,0.027e+2,0.083e+2
2011-06-02,2.15,2.40,5.337e+2,0.023e+2,0.023e+2,0.068e+2
2011-06-02,2.40,2.67,4.568e+2,0.019e+2,0.019e+2,0.055e+2
2011-06-02,2.67,2.97,3.824e+2,0.016e+2,0.015e+2,0.045e+2
2011-06-02,2.97,3.29,3.202e+2,0.013e+2,0.013e+2,0.037e+2
2011-06-02,3.29,3.64,2.685e+2,0.011e+2,0.011e+2,0.030e+2
2011-06-02,3.64,4.02,2.201e+2,0.009e+2,0.009e+2,0.024e+2
2011-06-02,4.02,4.43,1.814e+2,0.007e+2,0.007e+2,0.020e+2
2011-06-02,4.43,4.88,1.489e+2,0.006e+2,0.006e+2,0.016e+2
2011-06-02,4.88,5.37,1.210e+2,0.005e+2,0.005e+2,0.013e+2
2011-06-02,5.37,5.90,9.774e+1,0.039e+1,0.038e+1,0.107e+1
2011-06-02,5.90,6.47,7.943e+1,0.032e+1,0.031e+1,0.087e+1
2011-06-02,6.47,7.09,6.389e+1,0.026e+1,0.025e+1,0.070e+1
2011-06-02,7.09,7.76,5.167e+1,0.022e+1,0.020e+1,0.057e+1
2011-06-02,7.76,8.48,4.179e+1,0.018e+1,0.016e+1,0.047e+1
2011-06-02,8.48,9.26,3.340e+1,0.015e+1,0.013e+1,0.038e+1
2011-06-02,9.26,10.1,2.686e+1,0.013e+1,0.010e+1,0.030e+1
2011-06-02,10.1,11.0,2.135e+1,0.011e+1,0.008e+1,0.024e+1
2011-06-02,11.0,13.0,1.571e+1,0.006e+1,0.006e+1,0.018e+1
2011-06-02,13.0,16.6,9.203e+0,0.032e+0,0.036e+0,0.108e+0
2011-06-02,16.6,22.8,4.389e+0,0.014e+0,0.017e+0,0.053e+0
2011-06-02,22.8,33.5,1.694e+0,0.006e+0,0.007e+0,0.021e+0
2011-06-02,33.5,48.5,5.919e-1,0.031e-1,0.026e-1,0.075e-1
2011-06-02,48.5,69.7,2.099e-1,0.015e-1,0.011e-1,0.027e-1
2011-06-02,69.7,100.0,7.676e-2,0.076e-2,0.049e-2,0.102e-2
2011-06-03,1.00,1.16,9.595e+2,0.061e+2,0.097e+2,0.282e+2
2011-06-03,1.16,1.33,9.302e+2,0.053e+2,0.069e+2,0.212e+2
2011-06-03,1.33,1.51,8.741e+2,0.045e+2,0.050e+2,0.164e+2
2011-06-03,1.51,1.71,8.006e+2,0.039e+2,0.037e+2,0.129e+2
2011-06-03,1.71,1.92,7.097e+2,0.033e+2,0.030e+2,0.103e+2
2011-06-03,1.92,2.15,6.185e+2,0.028e+2,0.025e+2,0.083e+2
2011-06-03,2.15,2.40,5.366e+2,0.024e+2,0.021e+2,0.068e+2
2011-06-03,2.40,2.67,4.530e+2,0.020e+2,0.017e+2,0.055e+2
2011-06-03,2.67,2.97,3.819e+2,0.016e+2,0.014e+2,0.044e+2
2011-06-03,2.97,3.29,3.184e+2,0.014e+2,0.012e+2,0.036e+2
2011-06-03,3.29,3.64,2.664e+2,0.012e+2,0.010e+2,0.030e+2
2011-06-03,3.64,4.02,2.223e+2,0.009e+2,0.008e+2,0.024e+2
2011-06-03,4.02,4.43,1.828e+2,0.008e+2,0.006e+2,0.020e+2
2011-06-03,4.43,4.88,1.488e+2,0.006e+2,0.005e+2,0.016e+2
2011-06-03,4.88,5.37,1.213e+2,0.005e+2,0.004e+2,0.013e+2
2011-06-03,5.37,5.90,9.849e+1,0.045e+1,0.035e+1,0.106e+1
2011-06-03,5.90,6.47,8.014e+1,0.037e+1,0.028e+1,0.087e+1
2011-06-03,6.47,7.09,6.484e+1,0.031e+1,0.023e+1,0.071e+1
2011-06-03,7.09,7.76,5.193e+1,0.026e+1,0.018e+1,0.057e+1
2011-06-03,7.76,8.48,4.193e+1,0.022e+1,0.015e+1,0.046e+1
2011-06-03,8.48,9.26,3.386e+1,0.018e+1,0.012e+1,0.038e+1
2011-06-03,9.26,10.1,2.726e+1,0.015e+1,0.010e+1,0.030e+1
2011-06-03,10.1,11.0,2.163e+1,0.013e+1,0.008e+1,0.024e+1
2011-06-03,11.0,13.0,1.568e+1,0.007e+1,0.006e+1,0.018e+1
2011-06-03,13.0,16.6,9.258e+0,0.038e+0,0.033e+0,0.108e+0
2011-06-03,16.6,22.8,4.360e+0,0.017e+0,0.016e+0,0.052e+0
2011-06-03,22.8,33.5,1.689e+0,0.008e+0,0.006e+0,0.021e+0
2011-06-03,33.5,48.5,5.963e-1,0.038e-1,0.024e-1,0.075e-1
2011-06-03,48.5,69.7,2.166e-1,0.019e-1,0.010e-1,0.027e-1
2011-06-03,69.7,100.0,7.728e-2,0.094e-2,0.047e-2,0.101e-2
2011-06-05,1.00,1.16,8.690e+2,0.066e+2,0.087e+2,0.255e+2
2011-06-05,1.16,1.33,8.234e+2,0.058e+2,0.060e+2,0.187e+2
2011-06-05,1.33,1.51,7.933e+2,0.050e+2,0.043e+2,0.148e+2
2011-06-05,1.51,1.71,7.280e+2,0.042e+2,0.032e+2,0.117e+2
2011-06-05,1.71,1.92,6.445e+2,0.035e+2,0.025e+2,0.093e+2
2011-06-05,1.92,2.15,5.644e+2,0.029e+2,0.020e+2,0.075e+2
2011-06-05,2.15,2.40,4.867e+2,0.025e+2,0.017e+2,0.061e+2
2011-06-05,2.40,2.67,4.199e+2,0.020e+2,0.014e+2,0.050e+2
2011-06-05,2.67,2.97,3.558e+2,0.017e+2,0.011e+2,0.041e+2
2011-06-05,2.97,3.29,2.991e+2,0.014e+2,0.009e+2,0.033e+2
2011-06-05,3.29,3.64,2.500e+2,0.012e+2,0.008e+2,0.027e+2
2011-06-05,3.64,4.02,2.078e+2,0.009e+2,0.006e+2,0.023e+2
2011-06-05,4.02,4.43,1.707e+2,0.008e+2,0.005e+2,0.018e+2
2011-06-05,4.43,4.88,1.409e+2,0.006e+2,0.004e+2,0.015e+2
2011-06-05,4.88,5.37,1.154e+2,0.005e+2,0.003e+2,0.012e+2
2011-06-05,5.37,5.90,9.458e+1,0.042e+1,0.029e+1,0.101e+1
2011-06-05,5.90,6.47,7.622e+1,0.035e+1,0.023e+1,0.082e+1
2011-06-05,6.47,7.09,6.195e+1,0.029e+1,0.019e+1,0.067e+1
2011-06-05,7.09,7.76,5.030e+1,0.024e+1,0.015e+1,0.054e+1
2011-06-05,7.76,8.48,4.044e+1,0.020e+1,0.012e+1,0.044e+1
2011-06-05,8.48,9.26,3.246e+1,0.017e+1,0.010e+1,0.036e+1
2011-06-05,9.26,10.1,2.652e+1,0.014e+1,0.008e+1,0.029e+1
2011-06-05,10.1,11.0,2.130e+1,0.012e+1,0.006e+1,0.024e+1
2011-06-05,11.0,13.0,1.548e+1,0.007e+1,0.005e+1,0.017e+1
2011-06-05,13.0,16.6,9.087e+0,0.035e+0,0.028e+0,0.105e+0
2011-06-05,16.6,22.8,4.246e+0,0.015e+0,0.013e+0,0.050e+0
2011-06-05,22.8,33.5,1.658e+0,0.007e+0,0.005e+0,0.020e+0
2011-06-05,33.5,48.5,5.864e-1,0.033e-1,0.021e-1,0.072e-1
2011-06-05,48.5,69.7,2.080e-1,0.017e-1,0.009e-1,0.026e-1
2011-06-05,69.7,100.0,7.590e-2,0.083e-2,0.041e-2,0.097e-2
2011-06-06,1.00,1.16,9.168e+2,0.060e+2,0.090e+2,0.268e+2
2011-06-06,1.16,1.33,8.851e+2,0.050e+2,0.063e+2,0.201e+2
2011-06-06,1.33,1.51,8.219e+2,0.044e+2,0.043e+2,0.153e+2
2011-06-06,1.51,1.71,7.681e+2,0.039e+2,0.032e+2,0.123e+2
2011-06-06,1.71,1.92,6.781e+2,0.032e+2,0.024e+2,0.097e+2
2011-06-06,1.92,2.15,5.997e+2,0.027e+2,0.020e+2,0.079e+2
2011-06-06,2.15,2.40,5.102e+2,0.023e+2,0.016e+2,0.063e+2
2011-06-06,2.40,2.67,4.354e+2,0.019e+2,0.013e+2,0.051e+2
2011-06-06,2.67,2.97,3.680e+2,0.015e+2,0.010e+2,0.042e+2
2011-06-06,2.97,3.29,3.074e+2,0.013e+2,0.008e+2,0.034e+2
2011-06-06,3.29,3.64,2.588e+2,0.011e+2,0.007e+2,0.028e+2
2011-06-06,3.64,4.02,2.154e+2,0.009e+2,0.006e+2,0.023e+2
2011-06-06,4.02,4.43,1.772e+2,0.007e+2,0.005e+2,0.019e+2
2011-06-06,4.43,4.88,1.460e+2,0.006e+2,0.004e+2,0.015e+2
2011-06-06,4.88,5.37,1.187e+2,0.005e+2,0.003e+2,0.013e+2
2011-06-06,5.37,5.90,9.649e+1,0.039e+1,0.025e+1,0.102e+1
2011-06-06,5.90,6.47,7.879e+1,0.033e+1,0.021e+1,0.084e+1
2011-06-06,6.47,7.09,6.362e+1,0.027e+1,0.017e+1,0.068e+1
2011-06-06,7.09,7.76,5.105e+1,0.022e+1,0.013e+1,0.055e+1
2011-06-06,7.76,8.48,4.147e+1,0.018e+1,0.011e+1,0.045e+1
2011-06-06,8.48,9.26,3.324e+1,0.015e+1,0.009e+1,0.036e+1
2011-06-06,9.26,10.1,2.664e+1,0.013e+1,0.007e+1,0.029e+1
2011-06-06,10.1,11.0,2.139e+1,0.011e+1,0.006e+1,0.023e+1
2011-06-06,11.0,13.0,1.557e+1,0.006e+1,0.004e+1,0.017e+1
2011-06-06,13.0,16.6,9.076e+0,0.032e+0,0.024e+0,0.104e+0
2011-06-06,16.6,22.8,4.313e+0,0.014e+0,0.012e+0,0.051e+0
2011-06-06,22.8,33.5,1.676e+0,0.006e+0,0.005e+0,0.020e+0
2011-06-06,33.5,48.5,5.875e-1,0.031e-1,0.019e-1,0.072e-1
2011-06-06,48.5,69.7,2.047e-1,0.015e-1,0.008e-1,0.025e-1
2011-06-06,69.7,100.0,7.823e-2,0.078e-2,0.041e-2,0.100e-2
2011-06-07,2.97,3.29,3.111e+2,0.015e+2,0.010e+2,0.035e+2
2011-06-07,3.29,3.64,2.593e+2,0.012e+2,0.008e+2,0.028e+2
2011-06-07,3.64,4.02,2.150e+2,0.009e+2,0.007e+2,0.023e+2
2011-06-07,4.02,4.43,1.770e+2,0.008e+2,0.005e+2,0.019e+2
2011-06-07,4.43,4.88,1.447e+2,0.006e+2,0.004e+2,0.015e+2
2011-06-07,4.88,5.37,1.180e+2,0.005e+2,0.004e+2,0.013e+2
2011-06-07,5.37,5.90,9.590e+1,0.041e+1,0.029e+1,0.102e+1
2011-06-07,5.90,6.47,7.744e+1,0.034e+1,0.023e+1,0.083e+1
2011-06-07,6.47,7.09,6.364e+1,0.028e+1,0.019e+1,0.068e+1
2011-06-07,7.09,7.76,5.091e+1,0.023e+1,0.015e+1,0.055e+1
2011-06-07,7.76,8.48,4.118e+1,0.019e+1,0.012e+1,0.045e+1
2011-06-07,8.48,9.26,3.335e+1,0.016e+1,0.010e+1,0.037e+1
2011-06-07,9.26,10.1,2.673e+1,0.014e+1,0.008e+1,0.029e+1
2011-06-07,10.1,11.0,2.137e+1,0.011e+1,0.007e+1,0.024e+1
2011-06-07,11.0,13.0,1.575e+1,0.006e+1,0.005e+1,0.018e+1
2011-06-07,13.0,16.6,9.127e+0,0.033e+0,0.028e+0,0.105e+0
2011-06-07,16.6,22.8,4.337e+0,0.015e+0,0.013e+0,0.051e+0
2011-06-07,22.8,33.5,1.681e+0,0.006e+0,0.005e+0,0.020e+0
2011-06-07,33.5,48.5,5.821e-1,0.032e-1,0.021e-1,0.072e-1
2011-06-07,48.5,69.7,2.061e-1,0.016e-1,0.009e-1,0.026e-1
2011-06-07,69.7,100.0,7.665e-2,0.079e-2,0.042e-2,0.098e-2
2011-06-08,2.97,3.29,3.093e+2,0.014e+2,0.010e+2,0.034e+2
2011-06-08,3.29,3.64,2.592e+2,0.012e+2,0.008e+2,0.028e+2
2011-06-08,3.64,4.02,2.158e+2,0.009e+2,0.007e+2,0.023e+2
2011-06-08,4.02,4.43,1.777e+2,0.007e+2,0.005e+2,0.019e+2
2011-06-08,4.43,4.88,1.448e+2,0.006e+2,0.004e+2,0.015e+2
2011-06-08,4.88,5.37,1.189e+2,0.005e+2,0.004e+2,0.013e+2
2011-06-08,5.37,5.90,9.654e+1,0.040e+1,0.029e+1,0.103e+1
2011-06-08,5.90,6.47,7.764e+1,0.033e+1,0.023e+1,0.083e+1
2011-06-08,6.47,7.09,6.258e+1,0.027e+1,0.019e+1,0.067e+1
2011-06-08,7.09,7.76,5.052e+1,0.022e+1,0.015e+1,0.054e+1
2011-06-08,7.76,8.48,4.107e+1,0.019e+1,0.012e+1,0.045e+1
2011-06-08,8.48,9.26,3.323e+1,0.016e+1,0.010e+1,0.037e+1
2011-06-08,9.26,10.1,2.661e+1,0.013e+1,0.008e+1,0.029e+1
2011-06-08,10.1,11.0,2.164e+1,0.011e+1,0.007e+1,0.024e+1
2011-06-08,11.0,13.0,1.560e+1,0.006e+1,0.005e+1,0.018e+1
2011-06-08,13.0,16.6,9.172e+0,0.032e+0,0.028e+0,0.106e+0
2011-06-08,16.6,22.8,4.377e+0,0.015e+0,0.014e+0,0.052e+0
2011-06-08,22.8,33.5,1.688e+0,0.006e+0,0.005e+0,0.021e+0
2011-06-08,33.5,48.5,5.952e-1,0.031e-1,0.021e-1,0.073e-1
2011-06-08,48.5,69.7,2.114e-1,0.016e-1,0.009e-1,0.026e-1
2011-06-08,69.7,100.0,7.798e-2,0.079e-2,0.042e-2,0.100e-2
2011-06-09,2.97,3.29,3.108e+2,0.013e+2,0.013e+2,0.036e+2
2011-06-09,3.29,3.64,2.574e+2,0.011e+2,0.010e+2,0.029e+2
2011-06-09,3.64,4.02,2.150e+2,0.009e+2,0.008e+2,0.024e+2
2011-06-09,4.02,4.43,1.766e+2,0.007e+2,0.007e+2,0.020e+2
2011-06-09,4.43,4.88,1.452e+2,0.006e+2,0.006e+2,0.016e+2
2011-06-09,4.88,5.37,1.187e+2,0.005e+2,0.005e+2,0.013e+2
2011-06-09,5.37,5.90,9.606e+1,0.038e+1,0.038e+1,0.105e+1
2011-06-09,5.90,6.47,7.733e+1,0.032e+1,0.030e+1,0.085e+1
2011-06-09,6.47,7.09,6.299e+1,0.026e+1,0.025e+1,0.070e+1
2011-06-09,7.09,7.76,5.101e+1,0.021e+1,0.020e+1,0.056e+1
2011-06-09,7.76,8.48,4.081e+1,0.018e+1,0.016e+1,0.046e+1
2011-06-09,8.48,9.26,3.281e+1,0.015e+1,0.013e+1,0.037e+1
2011-06-09,9.26,10.1,2.644e+1,0.013e+1,0.010e+1,0.030e+1
2011-06-09,10.1,11.0,2.159e+1,0.011e+1,0.008e+1,0.024e+1
2011-06-09,11.0,13.0,1.561e+1,0.006e+1,0.006e+1,0.018e+1
2011-06-09,13.0,16.6,9.058e+0,0.031e+0,0.036e+0,0.107e+0
2011-06-09,16.6,22.8,4.317e+0,0.014e+0,0.017e+0,0.052e+0
2011-06-09,22.8,33.5,1.678e+0,0.006e+0,0.007e+0,0.021e+0
2011-06-09,33.5,48.5,5.899e-1,0.031e-1,0.026e-1,0.075e-1
2011-06-09,48.5,69.7,2.089e-1,0.015e-1,0.011e-1,0.027e-1
2011-06-09,69.7,100.0,7.723e-2,0.077e-2,0.049e-2,0.102e-2
2011-06-10,1.00,1.16,9.078e+2,0.060e+2,0.091e+2,0.266e+2
2011-06-10,1.16,1.33,8.686e+2,0.049e+2,0.064e+2,0.198e+2
2011-06-10,1.33,1.51,8.142e+2,0.043e+2,0.045e+2,0.152e+2
2011-06-10,1.51,1.71,7.377e+2,0.037e+2,0.033e+2,0.119e+2
2011-06-10,1.71,1.92,6.622e+2,0.032e+2,0.026e+2,0.095e+2
2011-06-10,1.92,2.15,5.755e+2,0.027e+2,0.021e+2,0.076e+2
2011-06-10,2.15,2.40,4.986e+2,0.023e+2,0.017e+2,0.062e+2
2011-06-10,2.40,2.67,4.269e+2,0.019e+2,0.014e+2,0.051e+2
2011-06-10,2.67,2.97,3.592e+2,0.016e+2,0.011e+2,0.041e+2
2011-06-10,2.97,3.29,3.058e+2,0.014e+2,0.010e+2,0.034e+2
2011-06-10,3.29,3.64,2.535e+2,0.011e+2,0.008e+2,0.028e+2
2011-06-10,3.64,4.02,2.098e+2,0.009e+2,0.006e+2,0.023e+2
2011-06-10,4.02,4.43,1.726e+2,0.007e+2,0.005e+2,0.019e+2
2011-06-10,4.43,4.88,1.409e+2,0.006e+2,0.004e+2,0.015e+2
2011-06-10,4.88,5.37,1.153e+2,0.005e+2,0.003e+2,0.012e+2
2011-06-10,5.37,5.90,9.393e+1,0.039e+1,0.028e+1,0.100e+1
2011-06-10,5.90,6.47,7.563e+1,0.032e+1,0.023e+1,0.081e+1
2011-06-10,6.47,7.09,6.096e+1,0.026e+1,0.018e+1,0.066e+1
2011-06-10,7.09,7.76,4.976e+1,0.022e+1,0.015e+1,0.054e+1
2011-06-10,7.76,8.48,4.004e+1,0.018e+1,0.012e+1,0.044e+1
2011-06-10,8.48,9.26,3.235e+1,0.015e+1,0.010e+1,0.036e+1
2011-06-10,9.26,10.1,2.597e+1,0.013e+1,0.008e+1,0.029e+1
2011-06-10,10.1,11.0,2.084e+1,0.011e+1,0.006e+1,0.023e+1
2011-06-10,11.0,13.0,1.513e+1,0.006e+1,0.005e+1,0.017e+1
2011-06-10,13.0,16.6,8.947e+0,0.031e+0,0.027e+0,0.103e+0
2011-06-10,16.6,22.8,4.228e+0,0.014e+0,0.013e+0,0.050e+0
2011-06-10,22.8,33.5,1.657e+0,0.006e+0,0.005e+0,0.020e+0
2011-06-10,33.5,48.5,5.789e-1,0.030e-1,0.020e-1,0.071e-1
2011-06-10,48.5,69.7,2.104e-1,0.015e-1,0.009e-1,0.026e-1
2011-06-10,69.7,100.0,7.514e-2,0.076e-2,0.040e-2,0.096e-2
2011-06-11,1.00,1.16,8.359e+2,0.063e+2,0.091e+2,0.248e+2
2011-06-11,1.16,1.33,8.374e+2,0.056e+2,0.071e+2,0.194e+2
2011-06-11,1.33,1.51,7.773e+2,0.048e+2,0.054e+2,0.149e+2
2011-06-11,1.51,1.71,7.115e+2,0.040e+2,0.043e+2,0.118e+2
2011-06-11,1.71,1.92,6.348e+2,0.034e+2,0.035e+2,0.095e+2
2011-06-11,1.92,2.15,5.518e+2,0.028e+2,0.030e+2,0.077e+2
2011-06-11,2.15,2.40,4.710e+2,0.024e+2,0.025e+2,0.062e+2
2011-06-11,2.40,2.67,4.023e+2,0.019e+2,0.021e+2,0.051e+2
2011-06-11,2.67,2.97,3.401e+2,0.015e+2,0.018e+2,0.041e+2
2011-06-11,2.97,3.29,2.851e+2,0.013e+2,0.015e+2,0.034e+2
2011-06-11,3.29,3.64,2.397e+2,0.011e+2,0.012e+2,0.028e+2
2011-06-11,3.64,4.02,2.013e+2,0.009e+2,0.010e+2,0.023e+2
2011-06-11,4.02,4.43,1.666e+2,0.007e+2,0.008e+2,0.019e+2
2011-06-11,4.43,4.88,1.361e+2,0.006e+2,0.007e+2,0.016e+2
2011-06-11,4.88,5.37,1.121e+2,0.005e+2,0.006e+2,0.013e+2
2011-06-11,5.37,5.90,9.106e+1,0.039e+1,0.046e+1,0.104e+1
2011-06-11,5.90,6.47,7.459e+1,0.033e+1,0.038e+1,0.086e+1
2011-06-11,6.47,7.09,6.042e+1,0.027e+1,0.030e+1,0.069e+1
2011-06-11,7.09,7.76,4.858e+1,0.022e+1,0.024e+1,0.056e+1
2011-06-11,7.76,8.48,3.951e+1,0.018e+1,0.020e+1,0.046e+1
2011-06-11,8.48,9.26,3.185e+1,0.015e+1,0.016e+1,0.037e+1
2011-06-11,9.26,10.1,2.587e+1,0.013e+1,0.013e+1,0.030e+1
2011-06-11,10.1,11.0,2.068e+1,0.011e+1,0.010e+1,0.024e+1
2011-06-11,11.0,13.0,1.515e+1,0.006e+1,0.008e+1,0.018e+1
2011-06-11,13.0,16.6,8.859e+0,0.032e+0,0.045e+0,0.108e+0
2011-06-11,16.6,22.8,4.184e+0,0.014e+0,0.021e+0,0.052e+0
2011-06-11,22.8,33.5,1.631e+0,0.006e+0,0.009e+0,0.021e+0
2011-06-11,33.5,48.5,5.812e-1,0.031e-1,0.032e-1,0.076e-1
2011-06-11,48.5,69.7,2.047e-1,0.015e-1,0.013e-1,0.027e-1
2011-06-11,69.7,100.0,7.538e-2,0.077e-2,0.054e-2,0.103e-2
2011-06-12,1.00,1.16,9.418e+2,0.061e+2,0.106e+2,0.280e+2
2011-06-12,1.16,1.33,9.041e+2,0.050e+2,0.081e+2,0.211e+2
2011-06-12,1.33,1.51,8.490e+2,0.044e+2,0.062e+2,0.164e+2
2011-06-12,1.51,1.71,7.785e+2,0.038e+2,0.050e+2,0.130e+2
2011-06-12,1.71,1.92,6.855e+2,0.032e+2,0.041e+2,0.104e+2
2011-06-12,1.92,2.15,5.963e+2,0.026e+2,0.035e+2,0.084e+2
2011-06-12,2.15,2.40,5.192e+2,0.023e+2,0.030e+2,0.069e+2
2011-06-12,2.40,2.67,4.386e+2,0.019e+2,0.025e+2,0.056e+2
2011-06-12,2.67,2.97,3.673e+2,0.015e+2,0.021e+2,0.046e+2
2011-06-12,2.97,3.29,3.085e+2,0.013e+2,0.017e+2,0.037e+2
2011-06-12,3.29,3.64,2.589e+2,0.011e+2,0.015e+2,0.031e+2
