date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
5.9,7.09,0.7991,0.0108,0.008,0.0119
7.09,8.48,0.4773,0.0072,0.0048,0.0071
8.48,11.0,0.2468,0.0037,0.0025,0.0037
11.0,16.6,0.08678,0.00139,0.00087,0.00129
16.6,22.8,0.02551,0.00062,0.00026,0.00038
22.8,41.9,0.005693,0.00014,5.7e-05,8.5e-05
1.0,1.71,13.41,0.34,0.27,0.39
1.71,2.97,7.294,0.067,0.109,0.155
2.97,4.02,3.581,0.039,0.036,0.059
4.02,5.9,1.641,0.015,0.016,0.024
5.9,7.09,0.7913,0.0109,0.0079,0.0118
7.09,8.48,0.4586,0.0072,0.0046,0.0068
8.48,11.0,0.2319,0.0036,0.0023,0.0034
11.0,16.6,0.08224,0.00137,0.00082,0.00122
16.6,22.8,0.02476,0.00061,0.00025,0.00037
22.8,41.9,0.005949,0.000144,5.9e-05,8.8e-05
1.0,1.71,13.04,0.3,0.26,0.38
1.71,2.97,7.248,0.066,0.109,0.154
2.97,4.02,3.516,0.038,0.035,0.058
4.02,5.9,1.606,0.015,0.016,0.024
5.9,7.09,0.7696,0.0106,0.0077,0.0114
7.09,8.48,0.4634,0.0071,0.0046,0.0069
8.48,11.0,0.2329,0.0036,0.0023,0.0035
11.0,16.6,0.08074,0.00135,0.00081,0.0012
16.6,22.8,0.02451,0.00061,0.00025,0.00036
22.8,41.9,0.005996,0.000144,6e-05,8.9e-05
1.0,1.71,13.28,0.31,0.27,0.39
1.71,2.97,7.294,0.064,0.109,0.155
2.97,4.02,3.575,0.038,0.036,0.059
4.02,5.9,1.671,0.015,0.017,0.025
5.9,7.09,0.7896,0.0109,0.0079,0.0117
7.09,8.48,0.4533,0.0071,0.0045,0.0067
8.48,11.0,0.2409,0.0037,0.0024,0.0036
11.0,16.6,0.08446,0.00138,0.00084,0.00126
16.6,22.8,0.02462,0.00061,0.00025,0.00037
22.8,41.9,0.005696,0.000142,5.7e-05,8.5e-05
1.0,1.71,13.42,0.39,0.27,0.39
1.71,2.97,7.293,0.068,0.109,0.155
2.97,4.02,3.597,0.039,0.036,0.059
4.02,5.9,1.671,0.015,0.017,0.025
5.9,7.09,0.7729,0.0108,0.0077,0.0115
7.09,8.48,0.4771,0.0073,0.0048,0.0071
8.48,11.0,0.2411,0.0037,0.0024,0.0036
11.0,16.6,0.08471,0.00139,0.00085,0.00126
16.6,22.8,0.02481,0.00062,0.00025,0.00037
22.8,41.9,0.006038,0.000145,6e-05,9e-05
1.0,1.71,13.63,0.32,0.27,0.4
1.71,2.97,7.776,0.065,0.117,0.165
2.97,4.02,3.751,0.039,0.038,0.062
4.02,5.9,1.691,0.016,0.017,0.025
5.9,7.09,0.7651,0.0109,0.0077,0.0114
7.09,8.48,0.4777,0.0074,0.0048,0.0071
8.48,11.0,0.2417,0.0038,0.0024,0.0036
11.0,16.6,0.08409,0.00141,0.00084,0.00125
16.6,22.8,0.02668,0.00065,0.00027,0.0004
22.8,41.9,0.005959,0.000147,6e-05,8.9e-05
1.0,1.71,13.54,0.29,0.27,0.39
1.71,2.97,7.614,0.067,0.114,0.162
2.97,4.02,3.787,0.04,0.038,0.062
4.02,5.9,1.689,0.016,0.017,0.025
5.9,7.09,0.8111,0.0114,0.0081,0.0121
7.09,8.48,0.4684,0.0075,0.0047,0.007
8.48,11.0,0.2475,0.0039,0.0025,0.0037
11.0,16.6,0.08621,0.00146,0.00086,0.00128
16.6,22.8,0.02537,0.00065,0.00025,0.00038
22.8,41.9,0.005689,0.000148,5.7e-05,8.5e-05
1.0,1.71,14.17,0.31,0.28,0.41
1.71,2.97,7.989,0.065,0.12,0.169
2.97,4.02,3.863,0.038,0.039,0.063
4.02,5.9,1.742,0.015,0.017,0.026
5.9,7.09,0.812,0.0109,0.0081,0.0121
7.09,8.48,0.475,0.0072,0.0048,0.0071
8.48,11.0,0.2528,0.0037,0.0025,0.0038
11.0,16.6,0.08659,0.00138,0.00087,0.00129
16.6,22.8,0.02666,0.00063,0.00027,0.0004
22.8,41.9,0.005928,0.000143,5.9e-05,8.8e-05
1.0,1.71,14.81,0.34,0.3,0.43
1.71,2.97,8.079,0.065,0.121,0.171
2.97,4.02,3.945,0.039,0.039,0.065
4.02,5.9,1.788,0.015,0.018,0.027
5.9,7.09,0.8321,0.0109,0.0083,0.0124
7.09,8.48,0.5082,0.0074,0.0051,0.0076
8.48,11.0,0.2506,0.0037,0.0025,0.0037
11.0,16.6,0.08786,0.00139,0.00088,0.00131
16.6,22.8,0.02432,0.0006,0.00024,0.00036
22.8,41.9,0.006193,0.000146,6.2e-05,9.2e-05
1.0,1.71,15.1,0.27,0.3,0.44
1.71,2.97,8.263,0.065,0.124,0.175
2.97,4.02,3.956,0.039,0.04,0.065
4.02,5.9,1.8,0.016,0.018,0.027
5.9,7.09,0.8333,0.011,0.0083,0.0124
7.09,8.48,0.4918,0.0073,0.0049,0.0073
8.48,11.0,0.2564,0.0038,0.0026,0.0038
11.0,16.6,0.08836,0.0014,0.00088,0.00131
16.6,22.8,0.02485,0.00061,0.00025,0.00037
22.8,41.9,0.005936,0.000143,5.9e-05,8.8e-05
1.0,1.71,14.45,0.36,0.29,0.42
1.71,2.97,8.119,0.066,0.122,0.172
2.97,4.02,3.922,0.039,0.039,0.064
4.02,5.9,1.772,0.016,0.018,0.026
5.9,7.09,0.8366,0.0111,0.0084,0.0124
7.09,8.48,0.4813,0.0072,0.0048,0.0072
8.48,11.0,0.2503,0.0037,0.0025,0.0037
11.0,16.6,0.08769,0.0014,0.00088,0.0013
16.6,22.8,0.02612,0.00063,0.00026,0.00039
22.8,41.9,0.006136,0.000146,6.1e-05,9.1e-05
1.0,1.71,14.52,0.31,0.29,0.42
1.71,2.97,8.221,0.066,0.123,0.174
2.97,4.02,3.964,0.039,0.04,0.065
4.02,5.9,1.813,0.016,0.018,0.027
5.9,7.09,0.8483,0.0112,0.0085,0.0126
7.09,8.48,0.5053,0.0075,0.0051,0.0075
8.48,11.0,0.2444,0.0037,0.0024,0.0036
11.0,16.6,0.08525,0.0014,0.00085,0.00127
16.6,22.8,0.02572,0.00063,0.00026,0.00038
22.8,41.9,0.006076,0.000147,6.1e-05,9e-05
1.0,1.71,13.25,0.34,0.26,0.38
1.71,2.97,7.872,0.069,0.118,0.167
2.97,4.02,3.843,0.041,0.038,0.063
4.02,5.9,1.751,0.017,0.018,0.026
5.9,7.09,0.8157,0.0117,0.0082,0.0121
7.09,8.48,0.4644,0.0076,0.0046,0.0069
8.48,11.0,0.2408,0.0039,0.0024,0.0036
11.0,16.6,0.08431,0.00146,0.00084,0.00125
16.6,22.8,0.02662,0.00067,0.00027,0.0004
22.8,41.9,0.005711,0.00015,5.7e-05,8.5e-05
1.0,1.71,13.04,0.3,0.26,0.38
1.71,2.97,7.699,0.066,0.115,0.163
2.97,4.02,3.751,0.039,0.038,0.062
4.02,5.9,1.729,0.016,0.017,0.026
5.9,7.09,0.8217,0.0111,0.0082,0.0122
7.09,8.48,0.4774,0.0073,0.0048,0.0071
8.48,11.0,0.2486,0.0037,0.0025,0.0037
11.0,16.6,0.08571,0.00139,0.00086,0.00127
16.6,22.8,0.02639,0.00063,0.00026,0.00039
22.8,41.9,0.005817,0.000142,5.8e-05,8.6e-05
1.0,1.71,13.3,0.31,0.27,0.39
1.71,2.97,7.817,0.065,0.117,0.166
2.97,4.02,3.818,0.038,0.038,0.063
4.02,5.9,1.771,0.016,0.018,0.026
5.9,7.09,0.8287,0.011,0.0083,0.0123
7.09,8.48,0.4904,0.0073,0.0049,0.0073
8.48,11.0,0.2454,0.0037,0.0025,0.0036
11.0,16.6,0.08504,0.00137,0.00085,0.00126
16.6,22.8,0.02547,0.00062,0.00025,0.00038
22.8,41.9,0.006057,0.000144,6.1e-05,9e-05
1.0,1.71,14.12,0.34,0.28,0.41
1.71,2.97,7.989,0.066,0.12,0.169
2.97,4.02,3.897,0.039,0.039,0.064
4.02,5.9,1.756,0.016,0.018,0.026
5.9,7.09,0.8502,0.0112,0.0085,0.0126
7.09,8.48,0.4971,0.0074,0.005,0.0074
8.48,11.0,0.2536,0.0038,0.0025,0.0038
11.0,16.6,0.08451,0.00138,0.00085,0.00126
16.6,22.8,0.02596,0.00062,0.00026,0.00039
22.8,41.9,0.005881,0.000143,5.9e-05,8.7e-05
1.0,1.71,13.87,0.29,0.28,0.4
1.71,2.97,7.955,0.066,0.119,0.169
2.97,4.02,3.884,0.039,0.039,0.064
4.02,5.9,1.774,0.016,0.018,0.026
5.9,7.09,0.8255,0.011,0.0083,0.0123
7.09,8.48,0.4834,0.0073,0.0048,0.0072
8.48,11.0,0.2499,0.0037,0.0025,0.0037
11.0,16.6,0.08607,0.00139,0.00086,0.00128
16.6,22.8,0.02541,0.00062,0.00025,0.00038
22.8,41.9,0.005985,0.000144,6e-05,8.9e-05
1.0,1.71,14.83,0.33,0.3,0.43
1.71,2.97,8.021,0.068,0.12,0.17
2.97,4.02,3.916,0.04,0.039,0.064
4.02,5.9,1.767,0.016,0.018,0.026
5.9,7.09,0.8421,0.0112,0.0084,0.0125
7.09,8.48,0.4849,0.0074,0.0048,0.0072
8.48,11.0,0.2496,0.0038,0.0025,0.0037
11.0,16.6,0.08699,0.00141,0.00087,0.00129
16.6,22.8,0.0262,0.00063,0.00026,0.00039
22.8,41.9,0.005653,0.000141,5.7e-05,8.4e-05
1.0,1.71,14.3,0.33,0.29,0.41
1.71,2.97,8.033,0.065,0.12,0.17
2.97,4.02,3.968,0.039,0.04,0.065
4.02,5.9,1.796,0.016,0.018,0.027
5.9,7.09,0.8391,0.0111,0.0084,0.0125
7.09,8.48,0.4934,0.0074,0.0049,0.0073
8.48,11.0,0.2529,0.0038,0.0025,0.0038
11.0,16.6,0.08831,0.00141,0.00088,0.00131
16.6,22.8,0.02642,0.00063,0.00026,0.00039
22.8,41.9,0.006181,0.000146,6.2e-05,9.2e-05
1.0,1.71,14.59,0.35,0.29,0.42
1.71,2.97,8.112,0.066,0.122,0.172
2.97,4.02,3.988,0.039,0.04,0.065
4.02,5.9,1.799,0.016,0.018,0.027
5.9,7.09,0.8316,0.011,0.0083,0.0124
7.09,8.48,0.4795,0.0072,0.0048,0.0071
8.48,11.0,0.2521,0.0037,0.0025,0.0037
11.0,16.6,0.08574,0.00138,0.00086,0.00127
16.6,22.8,0.02596,0.00063,0.00026,0.00039
22.8,41.9,0.00591,0.000143,5.9e-05,8.8e-05
1.0,1.71,14.14,0.29,0.28,0.41
1.71,2.97,8.142,0.064,0.122,0.173
2.97,4.02,3.985,0.039,0.04,0.065
4.02,5.9,1.839,0.016,0.018,0.027
5.9,7.09,0.8392,0.011,0.0084,0.0125
7.09,8.48,0.4884,0.0072,0.0049,0.0073
8.48,11.0,0.2503,0.0037,0.0025,0.0037
11.0,16.6,0.08821,0.00139,0.00088,0.00131
16.6,22.8,0.02602,0.00062,0.00026,0.00039
22.8,41.9,0.006183,0.000146,6.2e-05,9.2e-05
1.0,1.71,14.28,0.28,0.29,0.41
1.71,2.97,8.283,0.067,0.124,0.176
2.97,4.02,3.981,0.039,0.04,0.065
4.02,5.9,1.829,0.016,0.018,0.027
5.9,7.09,0.8354,0.011,0.0084,0.0124
7.09,8.48,0.4892,0.0073,0.0049,0.0073
8.48,11.0,0.2523,0.0037,0.0025,0.0038
11.0,16.6,0.0877,0.00139,0.00088,0.0013
16.6,22.8,0.02565,0.00062,0.00026,0.00038
22.8,41.9,0.006091,0.000145,6.1e-05,9.1e-05
1.0,1.71,14.54,0.28,0.29,0.42
1.71,2.97,8.299,0.065,0.124,0.176
2.97,4.02,4.042,0.039,0.04,0.066
4.02,5.9,1.839,0.016,0.018,0.027
5.9,7.09,0.8335,0.0109,0.0083,0.0124
7.09,8.48,0.5064,0.0074,0.0051,0.0075
8.48,11.0,0.2526,0.0037,0.0025,0.0038
11.0,16.6,0.08792,0.0014,0.00088,0.00131
16.6,22.8,0.02589,0.00062,0.00026,0.00038
22.8,41.9,0.006032,0.000144,6e-05,9e-05
1.0,1.71,15.06,0.33,0.3,0.44
1.71,2.97,8.478,0.066,0.127,0.18
2.97,4.02,4.007,0.039,0.04,0.066
4.02,5.9,1.844,0.016,0.018,0.027
5.9,7.09,0.8572,0.0111,0.0086,0.0127
7.09,8.48,0.4969,0.0073,0.005,0.0074
8.48,11.0,0.2582,0.0038,0.0026,0.0038
11.0,16.6,0.08781,0.00139,0.00088,0.00131
16.6,22.8,0.02715,0.00064,0.00027,0.0004
22.8,41.9,0.006193,0.000146,6.2e-05,9.2e-05
1.0,1.71,15.39,0.32,0.31,0.45
1.71,2.97,8.499,0.082,0.127,0.18
2.97,4.02,4.187,0.056,0.042,0.069
4.02,5.9,1.882,0.026,0.019,0.028
5.9,7.09,0.8596,0.0195,0.0086,0.0128
7.09,8.48,0.4919,0.013,0.0049,0.0073
8.48,11.0,0.2473,0.0067,0.0025,0.0037
11.0,16.6,0.08563,0.00255,0.00086,0.00127
16.6,22.8,0.02627,0.0012,0.00026,0.00039
22.8,41.9,0.006265,0.000275,6.3e-05,9.3e-05
1.0,1.71,14.29,0.41,0.29,0.41
1.71,2.97,8.223,0.141,0.123,0.174
2.97,4.02,4.035,0.074,0.04,0.066
4.02,5.9,1.789,0.024,0.018,0.027
5.9,7.09,0.8524,0.0159,0.0085,0.0127
7.09,8.48,0.5083,0.0104,0.0051,0.0076
8.48,11.0,0.2551,0.0052,0.0026,0.0038
11.0,16.6,0.08849,0.00191,0.00088,0.00132
16.6,22.8,0.02736,0.00085,0.00027,0.00041
22.8,41.9,0.006018,0.000192,6e-05,8.9e-05
1.0,1.71,15.25,0.46,0.3,0.44
1.71,2.97,8.512,0.071,0.128,0.181
2.97,4.02,4.101,0.041,0.041,0.067
4.02,5.9,1.858,0.016,0.019,0.028
5.9,7.09,0.8632,0.0115,0.0086,0.0128
7.09,8.48,0.4928,0.0075,0.0049,0.0073
8.48,11.0,0.2571,0.0039,0.0026,0.0038
11.0,16.6,0.08656,0.00143,0.00087,0.00129
16.6,22.8,0.02488,0.00063,0.00025,0.00037
22.8,41.9,0.006029,0.000147,6e-05,9e-05
1.0,1.71,15.29,0.3,0.31,0.44
1.71,2.97,8.648,0.066,0.13,0.183
2.97,4.02,4.089,0.039,0.041,0.067
4.02,5.9,1.859,0.016,0.019,0.028
5.9,7.09,0.8477,0.011,0.0085,0.0126
7.09,8.48,0.5065,0.0074,0.0051,0.0075
8.48,11.0,0.2624,0.0038,0.0026,0.0039
11.0,16.6,0.08883,0.0014,0.00089,0.00132
16.6,22.8,0.02583,0.00062,0.00026,0.00038
22.8,41.9,0.005631,0.000139,5.6e-05,8.4e-05
1.0,1.71,14.97,0.28,0.3,0.43
1.71,2.97,8.131,0.065,0.122,0.172
2.97,4.02,3.907,0.038,0.039,0.064
4.02,5.9,1.769,0.015,0.018,0.026
5.9,7.09,0.816,0.0108,0.0082,0.0121
7.09,8.48,0.4838,0.0072,0.0048,0.0072
8.48,11.0,0.2478,0.0037,0.0025,0.0037
11.0,16.6,0.08943,0.0014,0.00089,0.00133
16.6,22.8,0.02531,0.00061,0.00025,0.00038
22.8,41.9,0.005841,0.000142,5.8e-05,8.7e-05
1.0,1.71,14.05,0.32,0.28,0.41
1.71,2.97,7.687,0.063,0.115,0.163
2.97,4.02,3.675,0.037,0.037,0.06
4.02,5.9,1.708,0.015,0.017,0.025
5.9,7.09,0.8098,0.0108,0.0081,0.012
7.09,8.48,0.4705,0.0072,0.0047,0.007
8.48,11.0,0.2456,0.0037,0.0025,0.0037
11.0,16.6,0.08357,0.00137,0.00084,0.00124
16.6,22.8,0.02631,0.00063,0.00026,0.00039
22.8,41.9,0.005746,0.000141,5.7e-05,8.5e-05
1.0,1.71,12.97,0.29,0.26,0.38
1.71,2.97,7.726,0.062,0.116,0.164
2.97,4.02,3.806,0.038,0.038,0.062
4.02,5.9,1.761,0.015,0.018,0.026
5.9,7.09,0.8124,0.0108,0.0081,0.0121
7.09,8.48,0.4786,0.0072,0.0048,0.0071
8.48,11.0,0.2532,0.0037,0.0025,0.0038
11.0,16.6,0.08619,0.00138,0.00086,0.00128
16.6,22.8,0.02629,0.00063,0.00026,0.00039
22.8,41.9,0.005792,0.000141,5.8e-05,8.6e-05
1.0,1.71,13.97,0.27,0.28,0.41
1.71,2.97,8.048,0.063,0.121,0.171
2.97,4.02,3.919,0.038,0.039,0.064
4.02,5.9,1.792,0.015,0.018,0.027
5.9,7.09,0.8305,0.0109,0.0083,0.0123
7.09,8.48,0.4985,0.0073,0.005,0.0074
8.48,11.0,0.2525,0.0037,0.0025,0.0038
11.0,16.6,0.08381,0.00136,0.00084,0.00125
16.6,22.8,0.02609,0.00062,0.00026,0.00039
22.8,41.9,0.005805,0.000141,5.8e-05,8.6e-05
1.0,1.71,14.63,0.31,0.29,0.42
1.71,2.97,8.268,0.065,0.124,0.175
2.97,4.02,3.835,0.038,0.038,0.063
4.02,5.9,1.831,0.016,0.018,0.027
5.9,7.09,0.8302,0.0109,0.0083,0.0123
7.09,8.48,0.4796,0.0072,0.0048,0.0071
8.48,11.0,0.2497,0.0037,0.0025,0.0037
11.0,16.6,0.08577,0.00138,0.00086,0.00127
16.6,22.8,0.02609,0.00063,0.00026,0.00039
22.8,41.9,0.005966,0.000143,6e-05,8.9e-05
1.0,1.71,15.22,0.46,0.3,0.44
1.71,2.97,8.249,0.064,0.124,0.175
2.97,4.02,3.949,0.038,0.039,0.065
4.02,5.9,1.821,0.016,0.018,0.027
5.9,7.09,0.8652,0.0111,0.0087,0.0129
7.09,8.48,0.4904,0.0072,0.0049,0.0073
8.48,11.0,0.2611,0.0038,0.0026,0.0039
11.0,16.6,0.08641,0.00138,0.00086,0.00128
16.6,22.8,0.02664,0.00063,0.00027,0.0004
22.8,41.9,0.005909,0.000142,5.9e-05,8.8e-05
1.0,1.71,14.95,0.31,0.3,0.43
1.71,2.97,8.342,0.065,0.125,0.177
2.97,4.02,4.072,0.039,0.041,0.067
4.02,5.9,1.851,0.016,0.019,0.028
5.9,7.09,0.8366,0.0109,0.0084,0.0124
7.09,8.48,0.4996,0.0073,0.005,0.0074
8.48,11.0,0.2564,0.0037,0.0026,0.0038
11.0,16.6,0.09028,0.00141,0.0009,0.00134
16.6,22.8,0.02652,0.00063,0.00027,0.00039
22.8,41.9,0.005881,0.000142,5.9e-05,8.8e-05
1.0,1.71,15.32,0.28,0.31,0.44
1.71,2.97,8.497,0.065,0.127,0.18
2.97,4.02,4.167,0.039,0.042,0.068
4.02,5.9,1.837,0.016,0.018,0.027
5.9,7.09,0.8619,0.0111,0.0086,0.0128
7.09,8.48,0.4853,0.0072,0.0049,0.0072
8.48,11.0,0.256,0.0037,0.0026,0.0038
11.0,16.6,0.08876,0.0014,0.00089,0.00132
16.6,22.8,0.02554,0.00062,0.00026,0.00038
22.8,41.9,0.005999,0.000143,6e-05,8.9e-05
1.0,1.71,15.03,0.34,0.3,0.44
1.71,2.97,8.654,0.067,0.13,0.184
2.97,4.02,4.057,0.039,0.041,0.067
4.02,5.9,1.857,0.016,0.019,0.028
5.9,7.09,0.8509,0.011,0.0085,0.0127
7.09,8.48,0.515,0.0074,0.0052,0.0077
8.48,11.0,0.2617,0.0038,0.0026,0.0039
11.0,16.6,0.08718,0.00138,0.00087,0.0013
16.6,22.8,0.02696,0.00063,0.00027,0.0004
22.8,41.9,0.005714,0.00014,5.7e-05,8.5e-05
1.0,1.71,15.37,0.33,0.31,0.45
1.71,2.97,8.671,0.065,0.13,0.184
2.97,4.02,4.148,0.039,0.041,0.068
4.02,5.9,1.864,0.016,0.019,0.028
5.9,7.09,0.8784,0.0112,0.0088,0.0131
7.09,8.48,0.5014,0.0073,0.005,0.0075
8.48,11.0,0.2637,0.0038,0.0026,0.0039
11.0,16.6,0.08856,0.0014,0.00089,0.00132
16.6,22.8,0.02724,0.00064,0.00027,0.0004
22.8,41.9,0.005737,0.00014,5.7e-05,8.5e-05
1.0,1.71,14.51,0.29,0.29,0.42
1.71,2.97,8.286,0.065,0.124,0.176
2.97,4.02,4.047,0.039,0.04,0.066
4.02,5.9,1.834,0.016,0.018,0.027
5.9,7.09,0.8605,0.0111,0.0086,0.0128
7.09,8.48,0.4988,0.0073,0.005,0.0074
8.48,11.0,0.2553,0.0037,0.0026,0.0038
11.0,16.6,0.0887,0.0014,0.00089,0.00132
16.6,22.8,0.02679,0.00063,0.00027,0.0004
22.8,41.9,0.006089,0.000145,6.1e-05,9.1e-05
1.0,1.71,14.97,0.32,0.3,0.43
1.71,2.97,8.251,0.065,0.124,0.175
2.97,4.02,4.002,0.039,0.04,0.066
4.02,5.9,1.793,0.015,0.018,0.027
5.9,7.09,0.8391,0.011,0.0084,0.0125
7.09,8.48,0.4983,0.0073,0.005,0.0074
8.48,11.0,0.2483,0.0037,0.0025,0.0037
11.0,16.6,0.08745,0.00139,0.00087,0.0013
16.6,22.8,0.02488,0.00061,0.00025,0.00037
22.8,41.9,0.005879,0.000142,5.9e-05,8.7e-05
1.0,1.71,14.38,0.31,0.29,0.42
1.71,2.97,8.41,0.065,0.126,0.178
2.97,4.02,4.048,0.039,0.04,0.066
4.02,5.9,1.821,0.016,0.018,0.027
5.9,7.09,0.8171,0.0108,0.0082,0.0122
7.09,8.48,0.4973,0.0073,0.005,0.0074
8.48,11.0,0.2582,0.0038,0.0026,0.0038
11.0,16.6,0.08895,0.00141,0.00089,0.00132
16.6,22.8,0.02721,0.00064,0.00027,0.0004
22.8,41.9,0.006088,0.000145,6.1e-05,9.1e-05
1.0,1.71,15.21,0.34,0.31,0.44
1.71,2.97,8.383,0.065,0.126,0.178
2.97,4.02,4.045,0.039,0.04,0.066
4.02,5.9,1.866,0.016,0.019,0.028
5.9,7.09,0.8391,0.0109,0.0084,0.0125
7.09,8.48,0.4894,0.0072,0.0049,0.0073
8.48,11.0,0.2492,0.0037,0.0025,0.0037
11.0,16.6,0.08693,0.00138,0.00087,0.00129
16.6,22.8,0.02701,0.00064,0.00027,0.0004
22.8,41.9,0.00592,0.000143,5.9e-05,8.8e-05
1.0,1.71,15.53,0.36,0.31,0.45
1.71,2.97,8.361,0.065,0.125,0.177
2.97,4.02,3.998,0.039,0.04,0.066
4.02,5.9,1.811,0.016,0.018,0.027
5.9,7.09,0.8464,0.011,0.0085,0.0126
7.09,8.48,0.4962,0.0073,0.005,0.0074
8.48,11.0,0.2468,0.0037,0.0025,0.0037
11.0,16.6,0.08528,0.00138,0.00085,0.00127
16.6,22.8,0.02522,0.00061,0.00025,0.00037
22.8,41.9,0.005942,0.000143,5.9e-05,8.8e-05
1.0,1.71,15.11,0.39,0.3,0.44
1.71,2.97,8.394,0.066,0.126,0.178
2.97,4.02,4.008,0.039,0.04,0.066
4.02,5.9,1.798,0.016,0.018,0.027
5.9,7.09,0.8368,0.011,0.0084,0.0124
7.09,8.48,0.5002,0.0073,0.005,0.0074
8.48,11.0,0.2561,0.0038,0.0026,0.0038
11.0,16.6,0.0867,0.00138,0.00087,0.00129
16.6,22.8,0.02611,0.00062,0.00026,0.00039
22.8,41.9,0.005688,0.000139,5.7e-05,8.5e-05
1.0,1.71,14.51,0.31,0.29,0.42
1.71,2.97,8.182,0.064,0.123,0.174
2.97,4.02,4.007,0.038,0.04,0.066
4.02,5.9,1.751,0.015,0.018,0.026
5.9,7.09,0.832,0.0109,0.0083,0.0124
7.09,8.48,0.5024,0.0074,0.005,0.0075
8.48,11.0,0.2556,0.0038,0.0026,0.0038
11.0,16.6,0.08669,0.00139,0.00087,0.00129
16.6,22.8,0.02665,0.00063,0.00027,0.0004
22.8,41.9,0.005771,0.000141,5.8e-05,8.6e-05
1.0,1.71,13.26,0.35,0.27,0.38
1.71,2.97,7.948,0.071,0.119,0.169
2.97,4.02,3.784,0.04,0.038,0.062
4.02,5.9,1.796,0.016,0.018,0.027
5.9,7.09,0.8195,0.0111,0.0082,0.0122
7.09,8.48,0.4801,0.0073,0.0048,0.0071
8.48,11.0,0.2534,0.0038,0.0025,0.0038
11.0,16.6,0.08709,0.00141,0.00087,0.00129
16.6,22.8,0.02472,0.00061,0.00025,0.00037
22.8,41.9,0.005871,0.000143,5.9e-05,8.7e-05
1.0,1.71,14.93,0.39,0.3,0.43
1.71,2.97,8.002,0.065,0.12,0.17
2.97,4.02,3.755,0.038,0.038,0.062
4.02,5.9,1.728,0.015,0.017,0.026
5.9,7.09,0.7997,0.0108,0.008,0.0119
7.09,8.48,0.472,0.0072,0.0047,0.007
8.48,11.0,0.2461,0.0037,0.0025,0.0037
11.0,16.6,0.08385,0.00137,0.00084,0.00125
16.6,22.8,0.02547,0.00062,0.00025,0.00038
22.8,41.9,0.005985,0.000144,6e-05,8.9e-05
1.0,1.71,14.04,0.32,0.28,0.41
1.71,2.97,7.979,0.067,0.12,0.169
2.97,4.02,3.757,0.038,0.038,0.062
4.02,5.9,1.755,0.016,0.018,0.026
5.9,7.09,0.8188,0.0109,0.0082,0.0122
7.09,8.48,0.4825,0.0073,0.0048,0.0072
8.48,11.0,0.2455,0.0037,0.0025,0.0036
11.0,16.6,0.08538,0.00138,0.00085,0.00127
16.6,22.8,0.02613,0.00063,0.00026,0.00039
22.8,41.9,0.006191,0.000146,6.2e-05,9.2e-05
1.0,1.71,14.64,0.32,0.29,0.42
1.71,2.97,7.965,0.064,0.119,0.169
2.97,4.02,3.771,0.037,0.038,0.062
4.02,5.9,1.751,0.015,0.018,0.026
5.9,7.09,0.8175,0.0108,0.0082,0.0122
7.09,8.48,0.4731,0.0072,0.0047,0.007
8.48,11.0,0.2497,0.0037,0.0025,0.0037
11.0,16.6,0.08412,0.00137,0.00084,0.00125
16.6,22.8,0.02702,0.00064,0.00027,0.0004
22.8,41.9,0.005556,0.000139,5.6e-05,8.3e-05
1.0,1.71,14.91,0.43,0.3,0.43
1.71,2.97,7.912,0.067,0.119,0.168
2.97,4.02,3.757,0.039,0.038,0.062
4.02,5.9,1.691,0.015,0.017,0.025
5.9,7.09,0.7845,0.0108,0.0078,0.0117
7.09,8.48,0.4852,0.0073,0.0049,0.0072
8.48,11.0,0.2401,0.0037,0.0024,0.0036
11.0,16.6,0.08301,0.00137,0.00083,0.00124
16.6,22.8,0.02535,0.00062,0.00025,0.00038
22.8,41.9,0.005757,0.000142,5.8e-05,8.6e-05
1.0,1.71,13.61,0.36,0.27,0.39
1.71,2.97,7.922,0.064,0.119,0.168
2.97,4.02,3.789,0.037,0.038,0.062
4.02,5.9,1.748,0.015,0.017,0.026
5.9,7.09,0.7918,0.0107,0.0079,0.0118
7.09,8.48,0.4823,0.0072,0.0048,0.0072
8.48,11.0,0.2421,0.0036,0.0024,0.0036
11.0,16.6,0.08568,0.00138,0.00086,0.00127
16.6,22.8,0.02571,0.00062,0.00026,0.00038
22.8,41.9,0.006063,0.000145,6.1e-05,9e-05
1.0,1.71,13.86,0.31,0.28,0.4
1.71,2.97,7.839,0.064,0.118,0.166
2.97,4.02,3.742,0.038,0.037,0.061
4.02,5.9,1.696,0.015,0.017,0.025
5.9,7.09,0.7821,0.0106,0.0078,0.0116
7.09,8.48,0.4652,0.0071,0.0047,0.0069
8.48,11.0,0.2417,0.0036,0.0024,0.0036
11.0,16.6,0.08287,0.00135,0.00083,0.00123
16.6,22.8,0.02535,0.00061,0.00025,0.00038
22.8,41.9,0.005919,0.000143,5.9e-05,8.8e-05
1.0,1.71,13.96,0.29,0.28,0.4
1.71,2.97,7.909,0.064,0.119,0.168
2.97,4.02,3.754,0.038,0.038,0.062
4.02,5.9,1.713,0.015,0.017,0.025
